library,gemgroup,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,bam,bam_index,barcodes,features,matrix
KD8_p2_23,107,KD8_seq1_p2_mRNA_23_S24_L004_R1_001.fastq.gz,KD8_seq1_p2_mRNA_23_S24_L004_R2_001.fastq.gz,KD8_seq1_p2_mRNA_23_S24_L001_R1_001.fastq.gz,KD8_seq1_p2_mRNA_23_S24_L001_R2_001.fastq.gz,KD8_seq1_p2_mRNA_23_S24_L003_R1_001.fastq.gz,KD8_seq1_p2_mRNA_23_S24_L003_R2_001.fastq.gz,KD8_seq1_p2_mRNA_23_S24_L002_R1_001.fastq.gz,KD8_seq1_p2_mRNA_23_S24_L002_R2_001.fastq.gz,KD8_seq2_p2_mRNA_23_S24_L003_R1_001.fastq.gz,KD8_seq2_p2_mRNA_23_S24_L003_R2_001.fastq.gz,KD8_seq2_p2_mRNA_23_S24_L002_R1_001.fastq.gz,KD8_seq2_p2_mRNA_23_S24_L002_R2_001.fastq.gz,KD8_seq2_p2_mRNA_23_S24_L001_R1_001.fastq.gz,KD8_seq2_p2_mRNA_23_S24_L001_R2_001.fastq.gz,KD8_seq2_p2_mRNA_23_S24_L004_R1_001.fastq.gz,KD8_seq2_p2_mRNA_23_S24_L004_R2_001.fastq.gz,KD8_seq1_p2_sgRNA_23_S73_L004_R1_001.fastq.gz,KD8_seq1_p2_sgRNA_23_S73_L004_R2_001.fastq.gz,KD8_seq1_p2_sgRNA_23_S73_L002_R1_001.fastq.gz,KD8_seq1_p2_sgRNA_23_S73_L002_R2_001.fastq.gz,KD8_seq1_p2_sgRNA_23_S73_L003_R1_001.fastq.gz,KD8_seq1_p2_sgRNA_23_S73_L003_R2_001.fastq.gz,KD8_seq1_p2_sgRNA_23_S73_L001_R1_001.fastq.gz,KD8_seq1_p2_sgRNA_23_S73_L001_R2_001.fastq.gz,KD8_seq2_p2_sgRNA_23_S73_L004_R1_001.fastq.gz,KD8_seq2_p2_sgRNA_23_S73_L004_R2_001.fastq.gz,KD8_seq2_p2_sgRNA_23_S73_L001_R1_001.fastq.gz,KD8_seq2_p2_sgRNA_23_S73_L001_R2_001.fastq.gz,KD8_seq2_p2_sgRNA_23_S73_L003_R1_001.fastq.gz,KD8_seq2_p2_sgRNA_23_S73_L003_R2_001.fastq.gz,KD8_seq2_p2_sgRNA_23_S73_L002_R1_001.fastq.gz,KD8_seq2_p2_sgRNA_23_S73_L002_R2_001.fastq.gz,KD8_p2_23_possorted_genome_bam.bam,KD8_p2_23_possorted_genome_bam.bam.bai,KD8_p2_23_barcodes.tsv.gz,KD8_p2_23_features.tsv.gz,KD8_p2_23_matrix.mtx.gz
KD8_p2_24,108,KD8_seq1_p2_mRNA_24_S25_L003_R1_001.fastq.gz,KD8_seq1_p2_mRNA_24_S25_L003_R2_001.fastq.gz,KD8_seq1_p2_mRNA_24_S25_L002_R1_001.fastq.gz,KD8_seq1_p2_mRNA_24_S25_L002_R2_001.fastq.gz,KD8_seq1_p2_mRNA_24_S25_L001_R1_001.fastq.gz,KD8_seq1_p2_mRNA_24_S25_L001_R2_001.fastq.gz,KD8_seq1_p2_mRNA_24_S25_L004_R1_001.fastq.gz,KD8_seq1_p2_mRNA_24_S25_L004_R2_001.fastq.gz,KD8_seq2_p2_mRNA_24_S25_L004_R1_001.fastq.gz,KD8_seq2_p2_mRNA_24_S25_L004_R2_001.fastq.gz,KD8_seq2_p2_mRNA_24_S25_L003_R1_001.fastq.gz,KD8_seq2_p2_mRNA_24_S25_L003_R2_001.fastq.gz,KD8_seq2_p2_mRNA_24_S25_L002_R1_001.fastq.gz,KD8_seq2_p2_mRNA_24_S25_L002_R2_001.fastq.gz,KD8_seq2_p2_mRNA_24_S25_L001_R1_001.fastq.gz,KD8_seq2_p2_mRNA_24_S25_L001_R2_001.fastq.gz,KD8_seq1_p2_sgRNA_24_S72_L001_R1_001.fastq.gz,KD8_seq1_p2_sgRNA_24_S72_L001_R2_001.fastq.gz,KD8_seq1_p2_sgRNA_24_S72_L003_R1_001.fastq.gz,KD8_seq1_p2_sgRNA_24_S72_L003_R2_001.fastq.gz,KD8_seq1_p2_sgRNA_24_S72_L002_R1_001.fastq.gz,KD8_seq1_p2_sgRNA_24_S72_L002_R2_001.fastq.gz,KD8_seq1_p2_sgRNA_24_S72_L004_R1_001.fastq.gz,KD8_seq1_p2_sgRNA_24_S72_L004_R2_001.fastq.gz,KD8_seq2_p2_sgRNA_24_S72_L004_R1_001.fastq.gz,KD8_seq2_p2_sgRNA_24_S72_L004_R2_001.fastq.gz,KD8_seq2_p2_sgRNA_24_S72_L003_R1_001.fastq.gz,KD8_seq2_p2_sgRNA_24_S72_L003_R2_001.fastq.gz,KD8_seq2_p2_sgRNA_24_S72_L002_R1_001.fastq.gz,KD8_seq2_p2_sgRNA_24_S72_L002_R2_001.fastq.gz,KD8_seq2_p2_sgRNA_24_S72_L001_R1_001.fastq.gz,KD8_seq2_p2_sgRNA_24_S72_L001_R2_001.fastq.gz,KD8_p2_24_possorted_genome_bam.bam,KD8_p2_24_possorted_genome_bam.bam.bai,KD8_p2_24_barcodes.tsv.gz,KD8_p2_24_features.tsv.gz,KD8_p2_24_matrix.mtx.gz
KD8_p2_25,109,KD8_seq1_p2_mRNA_25_S26_L004_R1_001.fastq.gz,KD8_seq1_p2_mRNA_25_S26_L004_R2_001.fastq.gz,KD8_seq1_p2_mRNA_25_S26_L001_R1_001.fastq.gz,KD8_seq1_p2_mRNA_25_S26_L001_R2_001.fastq.gz,KD8_seq1_p2_mRNA_25_S26_L003_R1_001.fastq.gz,KD8_seq1_p2_mRNA_25_S26_L003_R2_001.fastq.gz,KD8_seq1_p2_mRNA_25_S26_L002_R1_001.fastq.gz,KD8_seq1_p2_mRNA_25_S26_L002_R2_001.fastq.gz,KD8_seq2_p2_mRNA_25_S26_L001_R1_001.fastq.gz,KD8_seq2_p2_mRNA_25_S26_L001_R2_001.fastq.gz,KD8_seq2_p2_mRNA_25_S26_L003_R1_001.fastq.gz,KD8_seq2_p2_mRNA_25_S26_L003_R2_001.fastq.gz,KD8_seq2_p2_mRNA_25_S26_L002_R1_001.fastq.gz,KD8_seq2_p2_mRNA_25_S26_L002_R2_001.fastq.gz,KD8_seq2_p2_mRNA_25_S26_L004_R1_001.fastq.gz,KD8_seq2_p2_mRNA_25_S26_L004_R2_001.fastq.gz,KD8_seq1_p2_sgRNA_25_S71_L004_R1_001.fastq.gz,KD8_seq1_p2_sgRNA_25_S71_L004_R2_001.fastq.gz,KD8_seq1_p2_sgRNA_25_S71_L003_R1_001.fastq.gz,KD8_seq1_p2_sgRNA_25_S71_L003_R2_001.fastq.gz,KD8_seq1_p2_sgRNA_25_S71_L002_R1_001.fastq.gz,KD8_seq1_p2_sgRNA_25_S71_L002_R2_001.fastq.gz,KD8_seq1_p2_sgRNA_25_S71_L001_R1_001.fastq.gz,KD8_seq1_p2_sgRNA_25_S71_L001_R2_001.fastq.gz,KD8_seq2_p2_sgRNA_25_S71_L001_R1_001.fastq.gz,KD8_seq2_p2_sgRNA_25_S71_L001_R2_001.fastq.gz,KD8_seq2_p2_sgRNA_25_S71_L003_R1_001.fastq.gz,KD8_seq2_p2_sgRNA_25_S71_L003_R2_001.fastq.gz,KD8_seq2_p2_sgRNA_25_S71_L002_R1_001.fastq.gz,KD8_seq2_p2_sgRNA_25_S71_L002_R2_001.fastq.gz,KD8_seq2_p2_sgRNA_25_S71_L004_R1_001.fastq.gz,KD8_seq2_p2_sgRNA_25_S71_L004_R2_001.fastq.gz,KD8_p2_25_possorted_genome_bam.bam,KD8_p2_25_possorted_genome_bam.bam.bai,KD8_p2_25_barcodes.tsv.gz,KD8_p2_25_features.tsv.gz,KD8_p2_25_matrix.mtx.gz
KD8_p2_26,110,KD8_seq1_p2_mRNA_26_S27_L004_R1_001.fastq.gz,KD8_seq1_p2_mRNA_26_S27_L004_R2_001.fastq.gz,KD8_seq1_p2_mRNA_26_S27_L003_R1_001.fastq.gz,KD8_seq1_p2_mRNA_26_S27_L003_R2_001.fastq.gz,KD8_seq1_p2_mRNA_26_S27_L002_R1_001.fastq.gz,KD8_seq1_p2_mRNA_26_S27_L002_R2_001.fastq.gz,KD8_seq1_p2_mRNA_26_S27_L001_R1_001.fastq.gz,KD8_seq1_p2_mRNA_26_S27_L001_R2_001.fastq.gz,KD8_seq2_p2_mRNA_26_S27_L003_R1_001.fastq.gz,KD8_seq2_p2_mRNA_26_S27_L003_R2_001.fastq.gz,KD8_seq2_p2_mRNA_26_S27_L002_R1_001.fastq.gz,KD8_seq2_p2_mRNA_26_S27_L002_R2_001.fastq.gz,KD8_seq2_p2_mRNA_26_S27_L001_R1_001.fastq.gz,KD8_seq2_p2_mRNA_26_S27_L001_R2_001.fastq.gz,KD8_seq2_p2_mRNA_26_S27_L004_R1_001.fastq.gz,KD8_seq2_p2_mRNA_26_S27_L004_R2_001.fastq.gz,KD8_seq1_p2_sgRNA_26_S70_L004_R1_001.fastq.gz,KD8_seq1_p2_sgRNA_26_S70_L004_R2_001.fastq.gz,KD8_seq1_p2_sgRNA_26_S70_L001_R1_001.fastq.gz,KD8_seq1_p2_sgRNA_26_S70_L001_R2_001.fastq.gz,KD8_seq1_p2_sgRNA_26_S70_L003_R1_001.fastq.gz,KD8_seq1_p2_sgRNA_26_S70_L003_R2_001.fastq.gz,KD8_seq1_p2_sgRNA_26_S70_L002_R1_001.fastq.gz,KD8_seq1_p2_sgRNA_26_S70_L002_R2_001.fastq.gz,KD8_seq2_p2_sgRNA_26_S70_L003_R1_001.fastq.gz,KD8_seq2_p2_sgRNA_26_S70_L003_R2_001.fastq.gz,KD8_seq2_p2_sgRNA_26_S70_L002_R1_001.fastq.gz,KD8_seq2_p2_sgRNA_26_S70_L002_R2_001.fastq.gz,KD8_seq2_p2_sgRNA_26_S70_L001_R1_001.fastq.gz,KD8_seq2_p2_sgRNA_26_S70_L001_R2_001.fastq.gz,KD8_seq2_p2_sgRNA_26_S70_L004_R1_001.fastq.gz,KD8_seq2_p2_sgRNA_26_S70_L004_R2_001.fastq.gz,KD8_p2_26_possorted_genome_bam.bam,KD8_p2_26_possorted_genome_bam.bam.bai,KD8_p2_26_barcodes.tsv.gz,KD8_p2_26_features.tsv.gz,KD8_p2_26_matrix.mtx.gz
KD8_p2_27,111,KD8_seq1_p2_mRNA_27_S28_L002_R1_001.fastq.gz,KD8_seq1_p2_mRNA_27_S28_L002_R2_001.fastq.gz,KD8_seq1_p2_mRNA_27_S28_L003_R1_001.fastq.gz,KD8_seq1_p2_mRNA_27_S28_L003_R2_001.fastq.gz,KD8_seq1_p2_mRNA_27_S28_L001_R1_001.fastq.gz,KD8_seq1_p2_mRNA_27_S28_L001_R2_001.fastq.gz,KD8_seq1_p2_mRNA_27_S28_L004_R1_001.fastq.gz,KD8_seq1_p2_mRNA_27_S28_L004_R2_001.fastq.gz,KD8_seq2_p2_mRNA_27_S28_L004_R1_001.fastq.gz,KD8_seq2_p2_mRNA_27_S28_L004_R2_001.fastq.gz,KD8_seq2_p2_mRNA_27_S28_L002_R1_001.fastq.gz,KD8_seq2_p2_mRNA_27_S28_L002_R2_001.fastq.gz,KD8_seq2_p2_mRNA_27_S28_L003_R1_001.fastq.gz,KD8_seq2_p2_mRNA_27_S28_L003_R2_001.fastq.gz,KD8_seq2_p2_mRNA_27_S28_L001_R1_001.fastq.gz,KD8_seq2_p2_mRNA_27_S28_L001_R2_001.fastq.gz,KD8_seq1_p2_sgRNA_27_S69_L003_R1_001.fastq.gz,KD8_seq1_p2_sgRNA_27_S69_L003_R2_001.fastq.gz,KD8_seq1_p2_sgRNA_27_S69_L002_R1_001.fastq.gz,KD8_seq1_p2_sgRNA_27_S69_L002_R2_001.fastq.gz,KD8_seq1_p2_sgRNA_27_S69_L001_R1_001.fastq.gz,KD8_seq1_p2_sgRNA_27_S69_L001_R2_001.fastq.gz,KD8_seq1_p2_sgRNA_27_S69_L004_R1_001.fastq.gz,KD8_seq1_p2_sgRNA_27_S69_L004_R2_001.fastq.gz,KD8_seq2_p2_sgRNA_27_S69_L004_R1_001.fastq.gz,KD8_seq2_p2_sgRNA_27_S69_L004_R2_001.fastq.gz,KD8_seq2_p2_sgRNA_27_S69_L001_R1_001.fastq.gz,KD8_seq2_p2_sgRNA_27_S69_L001_R2_001.fastq.gz,KD8_seq2_p2_sgRNA_27_S69_L003_R1_001.fastq.gz,KD8_seq2_p2_sgRNA_27_S69_L003_R2_001.fastq.gz,KD8_seq2_p2_sgRNA_27_S69_L002_R1_001.fastq.gz,KD8_seq2_p2_sgRNA_27_S69_L002_R2_001.fastq.gz,KD8_p2_27_possorted_genome_bam.bam,KD8_p2_27_possorted_genome_bam.bam.bai,KD8_p2_27_barcodes.tsv.gz,KD8_p2_27_features.tsv.gz,KD8_p2_27_matrix.mtx.gz
KD8_p2_28,112,KD8_seq1_p2_mRNA_28_S29_L002_R1_001.fastq.gz,KD8_seq1_p2_mRNA_28_S29_L002_R2_001.fastq.gz,KD8_seq1_p2_mRNA_28_S29_L003_R1_001.fastq.gz,KD8_seq1_p2_mRNA_28_S29_L003_R2_001.fastq.gz,KD8_seq1_p2_mRNA_28_S29_L001_R1_001.fastq.gz,KD8_seq1_p2_mRNA_28_S29_L001_R2_001.fastq.gz,KD8_seq1_p2_mRNA_28_S29_L004_R1_001.fastq.gz,KD8_seq1_p2_mRNA_28_S29_L004_R2_001.fastq.gz,KD8_seq2_p2_mRNA_28_S29_L004_R1_001.fastq.gz,KD8_seq2_p2_mRNA_28_S29_L004_R2_001.fastq.gz,KD8_seq2_p2_mRNA_28_S29_L002_R1_001.fastq.gz,KD8_seq2_p2_mRNA_28_S29_L002_R2_001.fastq.gz,KD8_seq2_p2_mRNA_28_S29_L003_R1_001.fastq.gz,KD8_seq2_p2_mRNA_28_S29_L003_R2_001.fastq.gz,KD8_seq2_p2_mRNA_28_S29_L001_R1_001.fastq.gz,KD8_seq2_p2_mRNA_28_S29_L001_R2_001.fastq.gz,KD8_seq1_p2_sgRNA_28_S68_L003_R1_001.fastq.gz,KD8_seq1_p2_sgRNA_28_S68_L003_R2_001.fastq.gz,KD8_seq1_p2_sgRNA_28_S68_L002_R1_001.fastq.gz,KD8_seq1_p2_sgRNA_28_S68_L002_R2_001.fastq.gz,KD8_seq1_p2_sgRNA_28_S68_L001_R1_001.fastq.gz,KD8_seq1_p2_sgRNA_28_S68_L001_R2_001.fastq.gz,KD8_seq1_p2_sgRNA_28_S68_L004_R1_001.fastq.gz,KD8_seq1_p2_sgRNA_28_S68_L004_R2_001.fastq.gz,KD8_seq2_p2_sgRNA_28_S68_L004_R1_001.fastq.gz,KD8_seq2_p2_sgRNA_28_S68_L004_R2_001.fastq.gz,KD8_seq2_p2_sgRNA_28_S68_L001_R1_001.fastq.gz,KD8_seq2_p2_sgRNA_28_S68_L001_R2_001.fastq.gz,KD8_seq2_p2_sgRNA_28_S68_L003_R1_001.fastq.gz,KD8_seq2_p2_sgRNA_28_S68_L003_R2_001.fastq.gz,KD8_seq2_p2_sgRNA_28_S68_L002_R1_001.fastq.gz,KD8_seq2_p2_sgRNA_28_S68_L002_R2_001.fastq.gz,KD8_p2_28_possorted_genome_bam.bam,KD8_p2_28_possorted_genome_bam.bam.bai,KD8_p2_28_barcodes.tsv.gz,KD8_p2_28_features.tsv.gz,KD8_p2_28_matrix.mtx.gz
KD8_p2_29,113,KD8_seq1_p2_mRNA_29_S30_L004_R1_001.fastq.gz,KD8_seq1_p2_mRNA_29_S30_L004_R2_001.fastq.gz,KD8_seq1_p2_mRNA_29_S30_L001_R1_001.fastq.gz,KD8_seq1_p2_mRNA_29_S30_L001_R2_001.fastq.gz,KD8_seq1_p2_mRNA_29_S30_L002_R1_001.fastq.gz,KD8_seq1_p2_mRNA_29_S30_L002_R2_001.fastq.gz,KD8_seq1_p2_mRNA_29_S30_L003_R1_001.fastq.gz,KD8_seq1_p2_mRNA_29_S30_L003_R2_001.fastq.gz,KD8_seq2_p2_mRNA_29_S30_L001_R1_001.fastq.gz,KD8_seq2_p2_mRNA_29_S30_L001_R2_001.fastq.gz,KD8_seq2_p2_mRNA_29_S30_L002_R1_001.fastq.gz,KD8_seq2_p2_mRNA_29_S30_L002_R2_001.fastq.gz,KD8_seq2_p2_mRNA_29_S30_L003_R1_001.fastq.gz,KD8_seq2_p2_mRNA_29_S30_L003_R2_001.fastq.gz,KD8_seq2_p2_mRNA_29_S30_L004_R1_001.fastq.gz,KD8_seq2_p2_mRNA_29_S30_L004_R2_001.fastq.gz,KD8_seq1_p2_sgRNA_29_S67_L004_R1_001.fastq.gz,KD8_seq1_p2_sgRNA_29_S67_L004_R2_001.fastq.gz,KD8_seq1_p2_sgRNA_29_S67_L002_R1_001.fastq.gz,KD8_seq1_p2_sgRNA_29_S67_L002_R2_001.fastq.gz,KD8_seq1_p2_sgRNA_29_S67_L003_R1_001.fastq.gz,KD8_seq1_p2_sgRNA_29_S67_L003_R2_001.fastq.gz,KD8_seq1_p2_sgRNA_29_S67_L001_R1_001.fastq.gz,KD8_seq1_p2_sgRNA_29_S67_L001_R2_001.fastq.gz,KD8_seq2_p2_sgRNA_29_S67_L001_R1_001.fastq.gz,KD8_seq2_p2_sgRNA_29_S67_L001_R2_001.fastq.gz,KD8_seq2_p2_sgRNA_29_S67_L002_R1_001.fastq.gz,KD8_seq2_p2_sgRNA_29_S67_L002_R2_001.fastq.gz,KD8_seq2_p2_sgRNA_29_S67_L003_R1_001.fastq.gz,KD8_seq2_p2_sgRNA_29_S67_L003_R2_001.fastq.gz,KD8_seq2_p2_sgRNA_29_S67_L004_R1_001.fastq.gz,KD8_seq2_p2_sgRNA_29_S67_L004_R2_001.fastq.gz,KD8_p2_29_possorted_genome_bam.bam,KD8_p2_29_possorted_genome_bam.bam.bai,KD8_p2_29_barcodes.tsv.gz,KD8_p2_29_features.tsv.gz,KD8_p2_29_matrix.mtx.gz
KD8_p2_30,115,KD8_seq1_p2_mRNA_30_S31_L004_R1_001.fastq.gz,KD8_seq1_p2_mRNA_30_S31_L004_R2_001.fastq.gz,KD8_seq1_p2_mRNA_30_S31_L001_R1_001.fastq.gz,KD8_seq1_p2_mRNA_30_S31_L001_R2_001.fastq.gz,KD8_seq1_p2_mRNA_30_S31_L002_R1_001.fastq.gz,KD8_seq1_p2_mRNA_30_S31_L002_R2_001.fastq.gz,KD8_seq1_p2_mRNA_30_S31_L003_R1_001.fastq.gz,KD8_seq1_p2_mRNA_30_S31_L003_R2_001.fastq.gz,KD8_seq2_p2_mRNA_30_S31_L002_R1_001.fastq.gz,KD8_seq2_p2_mRNA_30_S31_L002_R2_001.fastq.gz,KD8_seq2_p2_mRNA_30_S31_L003_R1_001.fastq.gz,KD8_seq2_p2_mRNA_30_S31_L003_R2_001.fastq.gz,KD8_seq2_p2_mRNA_30_S31_L001_R1_001.fastq.gz,KD8_seq2_p2_mRNA_30_S31_L001_R2_001.fastq.gz,KD8_seq2_p2_mRNA_30_S31_L004_R1_001.fastq.gz,KD8_seq2_p2_mRNA_30_S31_L004_R2_001.fastq.gz,KD8_seq1_p2_sgRNA_30_S66_L004_R1_001.fastq.gz,KD8_seq1_p2_sgRNA_30_S66_L004_R2_001.fastq.gz,KD8_seq1_p2_sgRNA_30_S66_L003_R1_001.fastq.gz,KD8_seq1_p2_sgRNA_30_S66_L003_R2_001.fastq.gz,KD8_seq1_p2_sgRNA_30_S66_L002_R1_001.fastq.gz,KD8_seq1_p2_sgRNA_30_S66_L002_R2_001.fastq.gz,KD8_seq1_p2_sgRNA_30_S66_L001_R1_001.fastq.gz,KD8_seq1_p2_sgRNA_30_S66_L001_R2_001.fastq.gz,KD8_seq2_p2_sgRNA_30_S66_L004_R1_001.fastq.gz,KD8_seq2_p2_sgRNA_30_S66_L004_R2_001.fastq.gz,KD8_seq2_p2_sgRNA_30_S66_L001_R1_001.fastq.gz,KD8_seq2_p2_sgRNA_30_S66_L001_R2_001.fastq.gz,KD8_seq2_p2_sgRNA_30_S66_L002_R1_001.fastq.gz,KD8_seq2_p2_sgRNA_30_S66_L002_R2_001.fastq.gz,KD8_seq2_p2_sgRNA_30_S66_L003_R1_001.fastq.gz,KD8_seq2_p2_sgRNA_30_S66_L003_R2_001.fastq.gz,KD8_p2_30_possorted_genome_bam.bam,KD8_p2_30_possorted_genome_bam.bam.bai,KD8_p2_30_barcodes.tsv.gz,KD8_p2_30_features.tsv.gz,KD8_p2_30_matrix.mtx.gz
KD8_p2_31,116,KD8_seq1_p2_mRNA_31_S32_L002_R1_001.fastq.gz,KD8_seq1_p2_mRNA_31_S32_L002_R2_001.fastq.gz,KD8_seq1_p2_mRNA_31_S32_L003_R1_001.fastq.gz,KD8_seq1_p2_mRNA_31_S32_L003_R2_001.fastq.gz,KD8_seq1_p2_mRNA_31_S32_L001_R1_001.fastq.gz,KD8_seq1_p2_mRNA_31_S32_L001_R2_001.fastq.gz,KD8_seq1_p2_mRNA_31_S32_L004_R1_001.fastq.gz,KD8_seq1_p2_mRNA_31_S32_L004_R2_001.fastq.gz,KD8_seq2_p2_mRNA_31_S32_L004_R1_001.fastq.gz,KD8_seq2_p2_mRNA_31_S32_L004_R2_001.fastq.gz,KD8_seq2_p2_mRNA_31_S32_L001_R1_001.fastq.gz,KD8_seq2_p2_mRNA_31_S32_L001_R2_001.fastq.gz,KD8_seq2_p2_mRNA_31_S32_L002_R1_001.fastq.gz,KD8_seq2_p2_mRNA_31_S32_L002_R2_001.fastq.gz,KD8_seq2_p2_mRNA_31_S32_L003_R1_001.fastq.gz,KD8_seq2_p2_mRNA_31_S32_L003_R2_001.fastq.gz,KD8_seq1_p2_sgRNA_31_S65_L001_R1_001.fastq.gz,KD8_seq1_p2_sgRNA_31_S65_L001_R2_001.fastq.gz,KD8_seq1_p2_sgRNA_31_S65_L003_R1_001.fastq.gz,KD8_seq1_p2_sgRNA_31_S65_L003_R2_001.fastq.gz,KD8_seq1_p2_sgRNA_31_S65_L002_R1_001.fastq.gz,KD8_seq1_p2_sgRNA_31_S65_L002_R2_001.fastq.gz,KD8_seq1_p2_sgRNA_31_S65_L004_R1_001.fastq.gz,KD8_seq1_p2_sgRNA_31_S65_L004_R2_001.fastq.gz,KD8_seq2_p2_sgRNA_31_S65_L002_R1_001.fastq.gz,KD8_seq2_p2_sgRNA_31_S65_L002_R2_001.fastq.gz,KD8_seq2_p2_sgRNA_31_S65_L003_R1_001.fastq.gz,KD8_seq2_p2_sgRNA_31_S65_L003_R2_001.fastq.gz,KD8_seq2_p2_sgRNA_31_S65_L001_R1_001.fastq.gz,KD8_seq2_p2_sgRNA_31_S65_L001_R2_001.fastq.gz,KD8_seq2_p2_sgRNA_31_S65_L004_R1_001.fastq.gz,KD8_seq2_p2_sgRNA_31_S65_L004_R2_001.fastq.gz,KD8_p2_31_possorted_genome_bam.bam,KD8_p2_31_possorted_genome_bam.bam.bai,KD8_p2_31_barcodes.tsv.gz,KD8_p2_31_features.tsv.gz,KD8_p2_31_matrix.mtx.gz
KD8_p2_32,117,KD8_seq1_p2_mRNA_32_S33_L001_R1_001.fastq.gz,KD8_seq1_p2_mRNA_32_S33_L001_R2_001.fastq.gz,KD8_seq1_p2_mRNA_32_S33_L002_R1_001.fastq.gz,KD8_seq1_p2_mRNA_32_S33_L002_R2_001.fastq.gz,KD8_seq1_p2_mRNA_32_S33_L003_R1_001.fastq.gz,KD8_seq1_p2_mRNA_32_S33_L003_R2_001.fastq.gz,KD8_seq1_p2_mRNA_32_S33_L004_R1_001.fastq.gz,KD8_seq1_p2_mRNA_32_S33_L004_R2_001.fastq.gz,KD8_seq2_p2_mRNA_32_S33_L004_R1_001.fastq.gz,KD8_seq2_p2_mRNA_32_S33_L004_R2_001.fastq.gz,KD8_seq2_p2_mRNA_32_S33_L002_R1_001.fastq.gz,KD8_seq2_p2_mRNA_32_S33_L002_R2_001.fastq.gz,KD8_seq2_p2_mRNA_32_S33_L003_R1_001.fastq.gz,KD8_seq2_p2_mRNA_32_S33_L003_R2_001.fastq.gz,KD8_seq2_p2_mRNA_32_S33_L001_R1_001.fastq.gz,KD8_seq2_p2_mRNA_32_S33_L001_R2_001.fastq.gz,KD8_seq1_p2_sgRNA_32_S64_L003_R1_001.fastq.gz,KD8_seq1_p2_sgRNA_32_S64_L003_R2_001.fastq.gz,KD8_seq1_p2_sgRNA_32_S64_L002_R1_001.fastq.gz,KD8_seq1_p2_sgRNA_32_S64_L002_R2_001.fastq.gz,KD8_seq1_p2_sgRNA_32_S64_L001_R1_001.fastq.gz,KD8_seq1_p2_sgRNA_32_S64_L001_R2_001.fastq.gz,KD8_seq1_p2_sgRNA_32_S64_L004_R1_001.fastq.gz,KD8_seq1_p2_sgRNA_32_S64_L004_R2_001.fastq.gz,KD8_seq2_p2_sgRNA_32_S64_L001_R1_001.fastq.gz,KD8_seq2_p2_sgRNA_32_S64_L001_R2_001.fastq.gz,KD8_seq2_p2_sgRNA_32_S64_L002_R1_001.fastq.gz,KD8_seq2_p2_sgRNA_32_S64_L002_R2_001.fastq.gz,KD8_seq2_p2_sgRNA_32_S64_L003_R1_001.fastq.gz,KD8_seq2_p2_sgRNA_32_S64_L003_R2_001.fastq.gz,KD8_seq2_p2_sgRNA_32_S64_L004_R1_001.fastq.gz,KD8_seq2_p2_sgRNA_32_S64_L004_R2_001.fastq.gz,KD8_p2_32_possorted_genome_bam.bam,KD8_p2_32_possorted_genome_bam.bam.bai,KD8_p2_32_barcodes.tsv.gz,KD8_p2_32_features.tsv.gz,KD8_p2_32_matrix.mtx.gz
