Run,Age,Assay Type,AvgSpotLen,Bases,BIOMATERIAL_PROVIDER,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,Instrument,Isolate,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,sex,SRA Study,Tissue,AssemblyName
SRR19330638,day 6,OTHER,126,531983214,ATCC,PRJNA831566,SAMN28561243,Human,158299254,WHITEHEAD INSTITUTE / UCSF,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX15390089,Illumina NovaSeq 6000,K562 day 6 Perturb-seq,KD6_seq1_essential_sgRNA_lane_9_S9_L003,PAIRED,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-05-20T00:00:00Z,K562_day_6_essential_scale,female,SRP376262,CML,
SRR19330639,day 6,OTHER,126,5582343438,ATCC,PRJNA831566,SAMN28561243,Human,1725433214,WHITEHEAD INSTITUTE / UCSF,public,"sra,fastq","gs,s3","s3.us-east-1,gs.US",SRX15390088,Illumina NovaSeq 6000,K562 day 6 Perturb-seq,KD6_seq1_essential_mRNA_lane_9_S33_L001,PAIRED,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-05-20T00:00:00Z,K562_day_6_essential_scale,female,SRP376262,CML,
SRR19330640,day 6,OTHER,126,5497326198,ATCC,PRJNA831566,SAMN28561243,Human,1718979990,WHITEHEAD INSTITUTE / UCSF,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX15390087,Illumina NovaSeq 6000,K562 day 6 Perturb-seq,KD6_seq1_essential_mRNA_lane_9_S33_L002,PAIRED,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-05-20T00:00:00Z,K562_day_6_essential_scale,female,SRP376262,CML,
SRR19330641,day 6,OTHER,126,5544520128,ATCC,PRJNA831566,SAMN28561243,Human,1744032242,WHITEHEAD INSTITUTE / UCSF,public,"sra,fastq","gs,s3","gs.US,s3.us-east-1",SRX15390086,Illumina NovaSeq 6000,K562 day 6 Perturb-seq,KD6_seq1_essential_mRNA_lane_9_S33_L003,PAIRED,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-05-20T00:00:00Z,K562_day_6_essential_scale,female,SRP376262,CML,
SRR19330642,day 6,OTHER,126,5522601168,ATCC,PRJNA831566,SAMN28561243,Human,1736862360,WHITEHEAD INSTITUTE / UCSF,public,"fastq,sra","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",SRX15390085,Illumina NovaSeq 6000,K562 day 6 Perturb-seq,KD6_seq1_essential_mRNA_lane_9_S33_L004,PAIRED,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-05-20T00:00:00Z,K562_day_6_essential_scale,female,SRP376262,CML,
SRR19330643,day 6,OTHER,126,665209062,ATCC,PRJNA831566,SAMN28561243,Human,194968373,WHITEHEAD INSTITUTE / UCSF,public,"fastq,sra","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",SRX15390084,Illumina NovaSeq 6000,K562 day 6 Perturb-seq,KD6_seq1_essential_sgRNA_lane_1_S1_L002,PAIRED,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-05-20T00:00:00Z,K562_day_6_essential_scale,female,SRP376262,CML,
SRR19330645,day 6,OTHER,126,4572303876,ATCC,PRJNA831566,SAMN28561243,Human,1442690691,WHITEHEAD INSTITUTE / UCSF,public,"fastq,sra","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX15390082,Illumina NovaSeq 6000,K562 day 6 Perturb-seq,KD6_seq1_essential_mRNA_lane_1_S49_L004,PAIRED,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-05-20T00:00:00Z,K562_day_6_essential_scale,female,SRP376262,CML,
SRR19330651,day 6,OTHER,126,6164217234,ATCC,PRJNA831566,SAMN28561243,Human,1918418441,WHITEHEAD INSTITUTE / UCSF,public,"sra,fastq","gs,s3","gs.US,s3.us-east-1",SRX15390565,Illumina NovaSeq 6000,K562 day 6 Perturb-seq,KD6_seq1_essential_mRNA_lane_9_S57_L001,PAIRED,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-05-20T00:00:00Z,K562_day_6_essential_scale,female,SRP376262,CML,
SRR19330662,day 6,OTHER,126,6254154648,ATCC,PRJNA831566,SAMN28561243,Human,1988240588,WHITEHEAD INSTITUTE / UCSF,public,"sra,fastq","s3,ncbi,gs","ncbi.public,gs.US,s3.us-east-1",SRX15390554,Illumina NovaSeq 6000,K562 day 6 Perturb-seq,KD6_seq1_essential_mRNA_lane_9_S57_L003,PAIRED,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-05-20T00:00:00Z,K562_day_6_essential_scale,female,SRP376262,CML,
SRR19330679,day 6,OTHER,126,5672173500,ATCC,PRJNA831566,SAMN28561243,Human,1751864101,WHITEHEAD INSTITUTE / UCSF,public,"fastq,sra","s3,gs","s3.us-east-1,gs.US",SRX15390537,Illumina NovaSeq 6000,K562 day 6 Perturb-seq,KD6_seq1_essential_mRNA_lane_8_S32_L001,PAIRED,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-05-20T00:00:00Z,K562_day_6_essential_scale,female,SRP376262,CML,
SRR19330690,day 6,OTHER,126,5616253188,ATCC,PRJNA831566,SAMN28561243,Human,1764495717,WHITEHEAD INSTITUTE / UCSF,public,"fastq,sra","gs,s3","s3.us-east-1,gs.US",SRX15390526,Illumina NovaSeq 6000,K562 day 6 Perturb-seq,KD6_seq1_essential_mRNA_lane_8_S32_L004,PAIRED,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-05-20T00:00:00Z,K562_day_6_essential_scale,female,SRP376262,CML,
SRR19330695,day 6,OTHER,126,452840976,ATCC,PRJNA831566,SAMN28561243,Human,133210414,WHITEHEAD INSTITUTE / UCSF,public,"sra,fastq","s3,gs","s3.us-east-1,gs.US",SRX15390521,Illumina NovaSeq 6000,K562 day 6 Perturb-seq,KD6_seq1_essential_sgRNA_lane_7_S7_L002,PAIRED,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-05-20T00:00:00Z,K562_day_6_essential_scale,female,SRP376262,CML,
SRR19330706,day 6,OTHER,126,441172116,ATCC,PRJNA831566,SAMN28561243,Human,131875957,WHITEHEAD INSTITUTE / UCSF,public,"fastq,sra","gs,s3","s3.us-east-1,gs.US",SRX15390510,Illumina NovaSeq 6000,K562 day 6 Perturb-seq,KD6_seq1_essential_sgRNA_lane_7_S7_L003,PAIRED,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-05-20T00:00:00Z,K562_day_6_essential_scale,female,SRP376262,CML,
SRR19330707,day 6,OTHER,126,637419636,ATCC,PRJNA831566,SAMN28561243,Human,187958740,WHITEHEAD INSTITUTE / UCSF,public,"sra,fastq","s3,ncbi,gs","s3.us-east-1,gs.US,ncbi.public",SRX15390509,Illumina NovaSeq 6000,K562 day 6 Perturb-seq,KD6_seq1_essential_sgRNA_lane_1_S1_L004,PAIRED,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-05-20T00:00:00Z,K562_day_6_essential_scale,female,SRP376262,CML,
SRR19330723,day 6,OTHER,126,5894514990,ATCC,PRJNA831566,SAMN28561243,Human,1853158379,WHITEHEAD INSTITUTE / UCSF,public,"sra,fastq","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",SRX15390493,Illumina NovaSeq 6000,K562 day 6 Perturb-seq,KD6_seq1_essential_mRNA_lane_7_S55_L004,PAIRED,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-05-20T00:00:00Z,K562_day_6_essential_scale,female,SRP376262,CML,
SRR19330751,day 6,OTHER,126,6046738488,ATCC,PRJNA831566,SAMN28561243,Human,1883195359,WHITEHEAD INSTITUTE / UCSF,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX15390465,Illumina NovaSeq 6000,K562 day 6 Perturb-seq,KD6_seq1_essential_mRNA_lane_6_S54_L001,PAIRED,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-05-20T00:00:00Z,K562_day_6_essential_scale,female,SRP376262,CML,
SRR19330762,day 6,OTHER,126,6135829308,ATCC,PRJNA831566,SAMN28561243,Human,1951897953,WHITEHEAD INSTITUTE / UCSF,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX15390454,Illumina NovaSeq 6000,K562 day 6 Perturb-seq,KD6_seq1_essential_mRNA_lane_6_S54_L003,PAIRED,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-05-20T00:00:00Z,K562_day_6_essential_scale,female,SRP376262,CML,
SRR19330766,day 6,OTHER,126,1618762446,ATCC,PRJNA831566,SAMN28561243,Human,475334010,WHITEHEAD INSTITUTE / UCSF,public,"sra,fastq","gs,s3","gs.US,s3.us-east-1",SRX15390450,Illumina NovaSeq 6000,K562 day 6 Perturb-seq,KD6_seq1_essential_sgRNA_lane_46_S46_L004,PAIRED,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-05-20T00:00:00Z,K562_day_6_essential_scale,female,SRP376262,CML,
SRR19330771,day 6,OTHER,126,4926999672,ATCC,PRJNA831566,SAMN28561243,Human,1550364157,WHITEHEAD INSTITUTE / UCSF,public,"sra,fastq","gs,s3","gs.US,s3.us-east-1",SRX15390445,Illumina NovaSeq 6000,K562 day 6 Perturb-seq,KD6_seq1_essential_mRNA_lane_46_S70_L003,PAIRED,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-05-20T00:00:00Z,K562_day_6_essential_scale,female,SRP376262,CML,
SRR19330772,day 6,OTHER,126,4899124062,ATCC,PRJNA831566,SAMN28561243,Human,1532443695,WHITEHEAD INSTITUTE / UCSF,public,"sra,fastq","gs,s3","s3.us-east-1,gs.US",SRX15390444,Illumina NovaSeq 6000,K562 day 6 Perturb-seq,KD6_seq1_essential_mRNA_lane_46_S70_L002,PAIRED,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-05-20T00:00:00Z,K562_day_6_essential_scale,female,SRP376262,CML,
SRR19330773,day 6,OTHER,126,4977807660,ATCC,PRJNA831566,SAMN28561243,Human,1539400114,WHITEHEAD INSTITUTE / UCSF,public,"sra,fastq","s3,gs","gs.US,s3.us-east-1",SRX15390443,Illumina NovaSeq 6000,K562 day 6 Perturb-seq,KD6_seq1_essential_mRNA_lane_46_S70_L001,PAIRED,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-05-20T00:00:00Z,K562_day_6_essential_scale,female,SRP376262,CML,
SRR19330774,day 6,OTHER,126,4913574750,ATCC,PRJNA831566,SAMN28561243,Human,1545900898,WHITEHEAD INSTITUTE / UCSF,public,"sra,fastq","s3,gs","gs.US,s3.us-east-1",SRX15390442,Illumina NovaSeq 6000,K562 day 6 Perturb-seq,KD6_seq1_essential_mRNA_lane_46_S70_L004,PAIRED,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-05-20T00:00:00Z,K562_day_6_essential_scale,female,SRP376262,CML,
SRR19330775,day 6,OTHER,126,6540184728,ATCC,PRJNA831566,SAMN28561243,Human,2050062550,WHITEHEAD INSTITUTE / UCSF,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX15390441,Illumina NovaSeq 6000,K562 day 6 Perturb-seq,KD6_seq1_essential_mRNA_lane_46_S94_L004,PAIRED,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-05-20T00:00:00Z,K562_day_6_essential_scale,female,SRP376262,CML,
SRR19330776,day 6,OTHER,126,6467782482,ATCC,PRJNA831566,SAMN28561243,Human,2012753402,WHITEHEAD INSTITUTE / UCSF,public,"sra,fastq","s3,gs","gs.US,s3.us-east-1",SRX15390440,Illumina NovaSeq 6000,K562 day 6 Perturb-seq,KD6_seq1_essential_mRNA_lane_46_S94_L001,PAIRED,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-05-20T00:00:00Z,K562_day_6_essential_scale,female,SRP376262,CML,
SRR19330777,day 6,OTHER,126,6546115422,ATCC,PRJNA831566,SAMN28561243,Human,2080364277,WHITEHEAD INSTITUTE / UCSF,public,"fastq,sra","gs,s3","s3.us-east-1,gs.US",SRX15390439,Illumina NovaSeq 6000,K562 day 6 Perturb-seq,KD6_seq1_essential_mRNA_lane_46_S94_L003,PAIRED,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-05-20T00:00:00Z,K562_day_6_essential_scale,female,SRP376262,CML,
SRR19330779,day 6,OTHER,126,5976004986,ATCC,PRJNA831566,SAMN28561243,Human,1889383423,WHITEHEAD INSTITUTE / UCSF,public,"sra,fastq","s3,gs","gs.US,s3.us-east-1",SRX15390437,Illumina NovaSeq 6000,K562 day 6 Perturb-seq,KD6_seq1_essential_mRNA_lane_5_S29_L003,PAIRED,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-05-20T00:00:00Z,K562_day_6_essential_scale,female,SRP376262,CML,
SRR19330780,day 6,OTHER,126,2749572756,ATCC,PRJNA831566,SAMN28561243,Human,797425701,WHITEHEAD INSTITUTE / UCSF,public,"fastq,sra","s3,gs","gs.US,s3.us-east-1",SRX15390436,Illumina NovaSeq 6000,K562 day 6 Perturb-seq,KD6_seq1_essential_sgRNA_lane_45_S45_L001,PAIRED,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-05-20T00:00:00Z,K562_day_6_essential_scale,female,SRP376262,CML,
SRR19330781,day 6,OTHER,126,2707313616,ATCC,PRJNA831566,SAMN28561243,Human,798855243,WHITEHEAD INSTITUTE / UCSF,public,"fastq,sra","s3,gs","gs.US,s3.us-east-1",SRX15390435,Illumina NovaSeq 6000,K562 day 6 Perturb-seq,KD6_seq1_essential_sgRNA_lane_45_S45_L003,PAIRED,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-05-20T00:00:00Z,K562_day_6_essential_scale,female,SRP376262,CML,
SRR19330782,day 6,OTHER,126,2785202532,ATCC,PRJNA831566,SAMN28561243,Human,809346297,WHITEHEAD INSTITUTE / UCSF,public,"sra,fastq","gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX15390434,Illumina NovaSeq 6000,K562 day 6 Perturb-seq,KD6_seq1_essential_sgRNA_lane_45_S45_L002,PAIRED,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-05-20T00:00:00Z,K562_day_6_essential_scale,female,SRP376262,CML,
SRR19330783,day 6,OTHER,126,2662135308,ATCC,PRJNA831566,SAMN28561243,Human,778283075,WHITEHEAD INSTITUTE / UCSF,public,"fastq,sra","gs,s3,ncbi","gs.US,ncbi.public,s3.us-east-1",SRX15390433,Illumina NovaSeq 6000,K562 day 6 Perturb-seq,KD6_seq1_essential_sgRNA_lane_45_S45_L004,PAIRED,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-05-20T00:00:00Z,K562_day_6_essential_scale,female,SRP376262,CML,
SRR19330785,day 6,OTHER,126,5883815826,ATCC,PRJNA831566,SAMN28561243,Human,1815031788,WHITEHEAD INSTITUTE / UCSF,public,"sra,fastq","s3,gs","s3.us-east-1,gs.US",SRX15390431,Illumina NovaSeq 6000,K562 day 6 Perturb-seq,KD6_seq1_essential_mRNA_lane_45_S69_L001,PAIRED,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-05-20T00:00:00Z,K562_day_6_essential_scale,female,SRP376262,CML,
SRR19330786,day 6,OTHER,126,5843814480,ATCC,PRJNA831566,SAMN28561243,Human,1834232271,WHITEHEAD INSTITUTE / UCSF,public,"sra,fastq","s3,gs","s3.us-east-1,gs.US",SRX15390430,Illumina NovaSeq 6000,K562 day 6 Perturb-seq,KD6_seq1_essential_mRNA_lane_45_S69_L003,PAIRED,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-05-20T00:00:00Z,K562_day_6_essential_scale,female,SRP376262,CML,
SRR19330787,day 6,OTHER,126,5797851444,ATCC,PRJNA831566,SAMN28561243,Human,1809100042,WHITEHEAD INSTITUTE / UCSF,public,"sra,fastq","s3,gs","gs.US,s3.us-east-1",SRX15390429,Illumina NovaSeq 6000,K562 day 6 Perturb-seq,KD6_seq1_essential_mRNA_lane_45_S69_L002,PAIRED,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-05-20T00:00:00Z,K562_day_6_essential_scale,female,SRP376262,CML,
SRR19330788,day 6,OTHER,126,8467756164,ATCC,PRJNA831566,SAMN28561243,Human,2648628562,WHITEHEAD INSTITUTE / UCSF,public,"sra,fastq","gs,s3","gs.US,s3.us-east-1",SRX15390428,Illumina NovaSeq 6000,K562 day 6 Perturb-seq,KD6_seq1_essential_mRNA_lane_45_S93_L004,PAIRED,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-05-20T00:00:00Z,K562_day_6_essential_scale,female,SRP376262,CML,
SRR19330789,day 6,OTHER,126,8472169062,ATCC,PRJNA831566,SAMN28561243,Human,2640551807,WHITEHEAD INSTITUTE / UCSF,public,"sra,fastq","gs,s3","s3.us-east-1,gs.US",SRX15390427,Illumina NovaSeq 6000,K562 day 6 Perturb-seq,KD6_seq1_essential_mRNA_lane_45_S93_L002,PAIRED,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-05-20T00:00:00Z,K562_day_6_essential_scale,female,SRP376262,CML,
SRR19330790,day 6,OTHER,126,826913556,ATCC,PRJNA831566,SAMN28561243,Human,242137977,WHITEHEAD INSTITUTE / UCSF,public,"sra,fastq","s3,gs,ncbi","s3.us-east-1,gs.US,ncbi.public",SRX15390426,Illumina NovaSeq 6000,K562 day 6 Perturb-seq,KD6_seq1_essential_sgRNA_lane_39_S39_L002,PAIRED,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-05-20T00:00:00Z,K562_day_6_essential_scale,female,SRP376262,CML,
SRR19330791,day 6,OTHER,126,816339888,ATCC,PRJNA831566,SAMN28561243,Human,238462771,WHITEHEAD INSTITUTE / UCSF,public,"fastq,sra","gs,s3,ncbi","gs.US,ncbi.public,s3.us-east-1",SRX15390425,Illumina NovaSeq 6000,K562 day 6 Perturb-seq,KD6_seq1_essential_sgRNA_lane_39_S39_L001,PAIRED,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-05-20T00:00:00Z,K562_day_6_essential_scale,female,SRP376262,CML,
SRR19330792,day 6,OTHER,126,6427798776,ATCC,PRJNA831566,SAMN28561243,Human,1986409136,WHITEHEAD INSTITUTE / UCSF,public,"fastq,sra","s3,gs","s3.us-east-1,gs.US",SRX15390424,Illumina NovaSeq 6000,K562 day 6 Perturb-seq,KD6_seq1_essential_mRNA_lane_39_S63_L001,PAIRED,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-05-20T00:00:00Z,K562_day_6_essential_scale,female,SRP376262,CML,
SRR19330793,day 6,OTHER,126,6332930100,ATCC,PRJNA831566,SAMN28561243,Human,1979797071,WHITEHEAD INSTITUTE / UCSF,public,"sra,fastq","gs,s3","s3.us-east-1,gs.US",SRX15390423,Illumina NovaSeq 6000,K562 day 6 Perturb-seq,KD6_seq1_essential_mRNA_lane_39_S63_L002,PAIRED,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-05-20T00:00:00Z,K562_day_6_essential_scale,female,SRP376262,CML,
SRR19330794,day 6,OTHER,126,6385565718,ATCC,PRJNA831566,SAMN28561243,Human,2007954958,WHITEHEAD INSTITUTE / UCSF,public,"fastq,sra","s3,ncbi,gs","ncbi.public,gs.US,s3.us-east-1",SRX15390422,Illumina NovaSeq 6000,K562 day 6 Perturb-seq,KD6_seq1_essential_mRNA_lane_39_S63_L003,PAIRED,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-05-20T00:00:00Z,K562_day_6_essential_scale,female,SRP376262,CML,
SRR19330795,day 6,OTHER,126,6363049014,ATCC,PRJNA831566,SAMN28561243,Human,2000640112,WHITEHEAD INSTITUTE / UCSF,public,"fastq,sra","s3,gs","s3.us-east-1,gs.US",SRX15390421,Illumina NovaSeq 6000,K562 day 6 Perturb-seq,KD6_seq1_essential_mRNA_lane_39_S63_L004,PAIRED,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-05-20T00:00:00Z,K562_day_6_essential_scale,female,SRP376262,CML,
SRR19330796,day 6,OTHER,126,617186682,ATCC,PRJNA831566,SAMN28561243,Human,183343422,WHITEHEAD INSTITUTE / UCSF,public,"sra,fastq","s3,gs","gs.US,s3.us-east-1",SRX15390420,Illumina NovaSeq 6000,K562 day 6 Perturb-seq,KD6_seq1_essential_sgRNA_lane_4_S4_L003,PAIRED,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-05-20T00:00:00Z,K562_day_6_essential_scale,female,SRP376262,CML,
SRR19330797,day 6,OTHER,126,8084421828,ATCC,PRJNA831566,SAMN28561243,Human,2533507677,WHITEHEAD INSTITUTE / UCSF,public,"fastq,sra","s3,gs","gs.US,s3.us-east-1",SRX15390419,Illumina NovaSeq 6000,K562 day 6 Perturb-seq,KD6_seq1_essential_mRNA_lane_39_S87_L004,PAIRED,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-05-20T00:00:00Z,K562_day_6_essential_scale,female,SRP376262,CML,
SRR19330798,day 6,OTHER,126,8083657638,ATCC,PRJNA831566,SAMN28561243,Human,2525093752,WHITEHEAD INSTITUTE / UCSF,public,"sra,fastq","s3,gs","s3.us-east-1,gs.US",SRX15390418,Illumina NovaSeq 6000,K562 day 6 Perturb-seq,KD6_seq1_essential_mRNA_lane_39_S87_L002,PAIRED,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-05-20T00:00:00Z,K562_day_6_essential_scale,female,SRP376262,CML,
SRR19330799,day 6,OTHER,126,8103021570,ATCC,PRJNA831566,SAMN28561243,Human,2575169958,WHITEHEAD INSTITUTE / UCSF,public,"fastq,sra","s3,gs","s3.us-east-1,gs.US",SRX15390417,Illumina NovaSeq 6000,K562 day 6 Perturb-seq,KD6_seq1_essential_mRNA_lane_39_S87_L003,PAIRED,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-05-20T00:00:00Z,K562_day_6_essential_scale,female,SRP376262,CML,
SRR19330800,day 6,OTHER,126,7990029558,ATCC,PRJNA831566,SAMN28561243,Human,2486198283,WHITEHEAD INSTITUTE / UCSF,public,"sra,fastq","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX15390416,Illumina NovaSeq 6000,K562 day 6 Perturb-seq,KD6_seq1_essential_mRNA_lane_39_S87_L001,PAIRED,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-05-20T00:00:00Z,K562_day_6_essential_scale,female,SRP376262,CML,
SRR19330801,day 6,OTHER,126,845414010,ATCC,PRJNA831566,SAMN28561243,Human,250965455,WHITEHEAD INSTITUTE / UCSF,public,"fastq,sra","s3,gs","gs.US,s3.us-east-1",SRX15390415,Illumina NovaSeq 6000,K562 day 6 Perturb-seq,KD6_seq1_essential_sgRNA_lane_38_S38_L004,PAIRED,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-05-20T00:00:00Z,K562_day_6_essential_scale,female,SRP376262,CML,
SRR19330802,day 6,OTHER,126,866347146,ATCC,PRJNA831566,SAMN28561243,Human,255032210,WHITEHEAD INSTITUTE / UCSF,public,"sra,fastq","s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX15390414,Illumina NovaSeq 6000,K562 day 6 Perturb-seq,KD6_seq1_essential_sgRNA_lane_38_S38_L001,PAIRED,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-05-20T00:00:00Z,K562_day_6_essential_scale,female,SRP376262,CML,
SRR19330804,day 6,OTHER,126,878561208,ATCC,PRJNA831566,SAMN28561243,Human,259274037,WHITEHEAD INSTITUTE / UCSF,public,"fastq,sra","s3,gs","s3.us-east-1,gs.US",SRX15390412,Illumina NovaSeq 6000,K562 day 6 Perturb-seq,KD6_seq1_essential_sgRNA_lane_38_S38_L002,PAIRED,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-05-20T00:00:00Z,K562_day_6_essential_scale,female,SRP376262,CML,
SRR19330805,day 6,OTHER,126,5660993772,ATCC,PRJNA831566,SAMN28561243,Human,1773355305,WHITEHEAD INSTITUTE / UCSF,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX15390411,Illumina NovaSeq 6000,K562 day 6 Perturb-seq,KD6_seq1_essential_mRNA_lane_38_S62_L002,PAIRED,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-05-20T00:00:00Z,K562_day_6_essential_scale,female,SRP376262,CML,
SRR19330806,day 6,OTHER,126,5714234316,ATCC,PRJNA831566,SAMN28561243,Human,1800441857,WHITEHEAD INSTITUTE / UCSF,public,"sra,fastq","s3,gs","gs.US,s3.us-east-1",SRX15390410,Illumina NovaSeq 6000,K562 day 6 Perturb-seq,KD6_seq1_essential_mRNA_lane_38_S62_L003,PAIRED,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-05-20T00:00:00Z,K562_day_6_essential_scale,female,SRP376262,CML,
SRR19330807,day 6,OTHER,126,635092164,ATCC,PRJNA831566,SAMN28561243,Human,185736281,WHITEHEAD INSTITUTE / UCSF,public,"sra,fastq","gs,s3","gs.US,s3.us-east-1",SRX15390409,Illumina NovaSeq 6000,K562 day 6 Perturb-seq,KD6_seq1_essential_sgRNA_lane_4_S4_L002,PAIRED,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-05-20T00:00:00Z,K562_day_6_essential_scale,female,SRP376262,CML,
SRR19330808,day 6,OTHER,126,5744254446,ATCC,PRJNA831566,SAMN28561243,Human,1778505626,WHITEHEAD INSTITUTE / UCSF,public,"fastq,sra","s3,gs","gs.US,s3.us-east-1",SRX15390408,Illumina NovaSeq 6000,K562 day 6 Perturb-seq,KD6_seq1_essential_mRNA_lane_38_S62_L001,PAIRED,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-05-20T00:00:00Z,K562_day_6_essential_scale,female,SRP376262,CML,
SRR19330809,day 6,OTHER,126,5694862572,ATCC,PRJNA831566,SAMN28561243,Human,1794171131,WHITEHEAD INSTITUTE / UCSF,public,"sra,fastq","s3,gs","gs.US,s3.us-east-1",SRX15390407,Illumina NovaSeq 6000,K562 day 6 Perturb-seq,KD6_seq1_essential_mRNA_lane_38_S62_L004,PAIRED,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-05-20T00:00:00Z,K562_day_6_essential_scale,female,SRP376262,CML,
SRR19330810,day 6,OTHER,126,7711672248,ATCC,PRJNA831566,SAMN28561243,Human,2420340505,WHITEHEAD INSTITUTE / UCSF,public,"fastq,sra","s3,gs","gs.US,s3.us-east-1",SRX15390406,Illumina NovaSeq 6000,K562 day 6 Perturb-seq,KD6_seq1_essential_mRNA_lane_38_S86_L004,PAIRED,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-05-20T00:00:00Z,K562_day_6_essential_scale,female,SRP376262,CML,
