Run,Age,Assay Type,AvgSpotLen,Bases,BIOMATERIAL_PROVIDER,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,Instrument,Isolate,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,sex,SRA Study,Tissue,AssemblyName
SRR19653151,day 8,OTHER,98,57020532170,ATCC,PRJNA831566,SAMN28561242,Human,13575871628,WHITEHEAD INSTITUTE / UCSF,public,"TenX,sra","gs,s3","gs.US,s3.us-east-1",SRX15703069,Illumina NovaSeq 6000,K562 day 8 Perturb-seq,KD8_p1_24,PAIRED,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-06-14T00:00:00Z,K562_day_8_genome_scale,female,SRP376262,CML,GCA_000001405.29
SRR19653152,day 8,OTHER,98,48394864504,ATCC,PRJNA831566,SAMN28561242,Human,12092805084,WHITEHEAD INSTITUTE / UCSF,public,"sra,TenX","gs,s3","gs.US,s3.us-east-1",SRX15703068,Illumina NovaSeq 6000,K562 day 8 Perturb-seq,KD8_p3_60,PAIRED,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-06-14T00:00:00Z,K562_day_8_genome_scale,female,SRP376262,CML,GCA_000001405.29
SRR19653154,day 8,OTHER,98,50400484288,ATCC,PRJNA831566,SAMN28561242,Human,12483894930,WHITEHEAD INSTITUTE / UCSF,public,"sra,TenX","s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX15703066,Illumina NovaSeq 6000,K562 day 8 Perturb-seq,KD8_p3_58,PAIRED,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-06-14T00:00:00Z,K562_day_8_genome_scale,female,SRP376262,CML,GCA_000001405.29
SRR19653155,day 8,OTHER,98,46923329922,ATCC,PRJNA831566,SAMN28561242,Human,11330048907,WHITEHEAD INSTITUTE / UCSF,public,"TenX,sra","gs,s3","gs.US,s3.us-east-1",SRX15703065,Illumina NovaSeq 6000,K562 day 8 Perturb-seq,KD8_p3_57,PAIRED,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-06-14T00:00:00Z,K562_day_8_genome_scale,female,SRP376262,CML,GCA_000001405.29
SRR19653156,day 8,OTHER,98,55898801434,ATCC,PRJNA831566,SAMN28561242,Human,14132073133,WHITEHEAD INSTITUTE / UCSF,public,"sra,TenX","gs,s3","s3.us-east-1,gs.US",SRX15703064,Illumina NovaSeq 6000,K562 day 8 Perturb-seq,KD8_p3_56,PAIRED,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-06-14T00:00:00Z,K562_day_8_genome_scale,female,SRP376262,CML,GCA_000001405.29
SRR19653157,day 8,OTHER,98,54959331882,ATCC,PRJNA831566,SAMN28561242,Human,13362485417,WHITEHEAD INSTITUTE / UCSF,public,"sra,TenX","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.US",SRX15703063,Illumina NovaSeq 6000,K562 day 8 Perturb-seq,KD8_p3_55,PAIRED,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-06-14T00:00:00Z,K562_day_8_genome_scale,female,SRP376262,CML,GCA_000001405.29
SRR19653158,day 8,OTHER,98,56977729298,ATCC,PRJNA831566,SAMN28561242,Human,13768394361,WHITEHEAD INSTITUTE / UCSF,public,"sra,TenX","s3,gs","s3.us-east-1,gs.US",SRX15703062,Illumina NovaSeq 6000,K562 day 8 Perturb-seq,KD8_p3_54,PAIRED,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-06-14T00:00:00Z,K562_day_8_genome_scale,female,SRP376262,CML,GCA_000001405.29
SRR19653159,day 8,OTHER,98,49372740256,ATCC,PRJNA831566,SAMN28561242,Human,11697341140,WHITEHEAD INSTITUTE / UCSF,public,"TenX,sra","gs,s3","s3.us-east-1,gs.US",SRX15703061,Illumina NovaSeq 6000,K562 day 8 Perturb-seq,KD8_p3_53,PAIRED,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-06-14T00:00:00Z,K562_day_8_genome_scale,female,SRP376262,CML,GCA_000001405.29
SRR19653160,day 8,OTHER,98,48597123568,ATCC,PRJNA831566,SAMN28561242,Human,11540262558,WHITEHEAD INSTITUTE / UCSF,public,"sra,TenX","gs,s3","gs.US,s3.us-east-1",SRX15703060,Illumina NovaSeq 6000,K562 day 8 Perturb-seq,KD8_p3_52,PAIRED,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-06-14T00:00:00Z,K562_day_8_genome_scale,female,SRP376262,CML,GCA_000001405.29
SRR19653161,day 8,OTHER,98,42759469368,ATCC,PRJNA831566,SAMN28561242,Human,10156315244,WHITEHEAD INSTITUTE / UCSF,public,"sra,TenX","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",SRX15703059,Illumina NovaSeq 6000,K562 day 8 Perturb-seq,KD8_p3_51,PAIRED,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-06-14T00:00:00Z,K562_day_8_genome_scale,female,SRP376262,CML,GCA_000001405.29
SRR19653162,day 8,OTHER,98,41343282834,ATCC,PRJNA831566,SAMN28561242,Human,9561892585,WHITEHEAD INSTITUTE / UCSF,public,"sra,TenX","s3,gs,ncbi","s3.us-east-1,gs.US,ncbi.public",SRX15703058,Illumina NovaSeq 6000,K562 day 8 Perturb-seq,KD8_p1_23,PAIRED,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-06-14T00:00:00Z,K562_day_8_genome_scale,female,SRP376262,CML,GCA_000001405.29
SRR19653163,day 8,OTHER,98,53291842772,ATCC,PRJNA831566,SAMN28561242,Human,12641801212,WHITEHEAD INSTITUTE / UCSF,public,"sra,TenX","gs,s3","gs.US,s3.us-east-1",SRX15703057,Illumina NovaSeq 6000,K562 day 8 Perturb-seq,KD8_p3_50,PAIRED,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-06-14T00:00:00Z,K562_day_8_genome_scale,female,SRP376262,CML,GCA_000001405.29
SRR19653165,day 8,OTHER,98,54892852014,ATCC,PRJNA831566,SAMN28561242,Human,13689209163,WHITEHEAD INSTITUTE / UCSF,public,"TenX,sra","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX15703055,Illumina NovaSeq 6000,K562 day 8 Perturb-seq,KD8_p3_48,PAIRED,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-06-14T00:00:00Z,K562_day_8_genome_scale,female,SRP376262,CML,GCA_000001405.29
SRR19653166,day 8,OTHER,98,58158350782,ATCC,PRJNA831566,SAMN28561242,Human,14277957880,WHITEHEAD INSTITUTE / UCSF,public,"TenX,sra","gs,s3","gs.US,s3.us-east-1",SRX15703054,Illumina NovaSeq 6000,K562 day 8 Perturb-seq,KD8_p3_47,PAIRED,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-06-14T00:00:00Z,K562_day_8_genome_scale,female,SRP376262,CML,GCA_000001405.29
SRR19653167,day 8,OTHER,98,47527512074,ATCC,PRJNA831566,SAMN28561242,Human,11655062416,WHITEHEAD INSTITUTE / UCSF,public,"sra,TenX","gs,s3","s3.us-east-1,gs.US",SRX15703053,Illumina NovaSeq 6000,K562 day 8 Perturb-seq,KD8_p3_45,PAIRED,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-06-14T00:00:00Z,K562_day_8_genome_scale,female,SRP376262,CML,GCA_000001405.29
SRR19653168,day 8,OTHER,98,55664603876,ATCC,PRJNA831566,SAMN28561242,Human,14178152387,WHITEHEAD INSTITUTE / UCSF,public,"TenX,sra","gs,s3","s3.us-east-1,gs.US",SRX15703052,Illumina NovaSeq 6000,K562 day 8 Perturb-seq,KD8_p3_44,PAIRED,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-06-14T00:00:00Z,K562_day_8_genome_scale,female,SRP376262,CML,GCA_000001405.29
SRR19653169,day 8,OTHER,98,49370149136,ATCC,PRJNA831566,SAMN28561242,Human,12193724171,WHITEHEAD INSTITUTE / UCSF,public,"sra,TenX","gs,s3","s3.us-east-1,gs.US",SRX15703051,Illumina NovaSeq 6000,K562 day 8 Perturb-seq,KD8_p3_43,PAIRED,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-06-14T00:00:00Z,K562_day_8_genome_scale,female,SRP376262,CML,GCA_000001405.29
SRR19653171,day 8,OTHER,98,43225114604,ATCC,PRJNA831566,SAMN28561242,Human,10201122575,WHITEHEAD INSTITUTE / UCSF,public,"TenX,sra","gs,s3","gs.US,s3.us-east-1",SRX15703049,Illumina NovaSeq 6000,K562 day 8 Perturb-seq,KD8_p3_41,PAIRED,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-06-14T00:00:00Z,K562_day_8_genome_scale,female,SRP376262,CML,GCA_000001405.29
SRR19653173,day 8,OTHER,98,46123814170,ATCC,PRJNA831566,SAMN28561242,Human,10403231770,WHITEHEAD INSTITUTE / UCSF,public,"sra,TenX","s3,gs","s3.us-east-1,gs.US",SRX15703047,Illumina NovaSeq 6000,K562 day 8 Perturb-seq,KD8_p1_22,PAIRED,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-06-14T00:00:00Z,K562_day_8_genome_scale,female,SRP376262,CML,GCA_000001405.29
SRR19653174,day 8,OTHER,98,47708547572,ATCC,PRJNA831566,SAMN28561242,Human,11715635192,WHITEHEAD INSTITUTE / UCSF,public,"TenX,sra","gs,s3","s3.us-east-1,gs.US",SRX15703046,Illumina NovaSeq 6000,K562 day 8 Perturb-seq,KD8_p3_39,PAIRED,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-06-14T00:00:00Z,K562_day_8_genome_scale,female,SRP376262,CML,GCA_000001405.29
SRR19653175,day 8,OTHER,98,34343966720,ATCC,PRJNA831566,SAMN28561242,Human,8273194711,WHITEHEAD INSTITUTE / UCSF,public,"TenX,sra","s3,gs,ncbi","gs.US,ncbi.public,s3.us-east-1",SRX15703045,Illumina NovaSeq 6000,K562 day 8 Perturb-seq,KD8_p3_37,PAIRED,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-06-14T00:00:00Z,K562_day_8_genome_scale,female,SRP376262,CML,GCA_000001405.29
SRR19653176,day 8,OTHER,98,52778601582,ATCC,PRJNA831566,SAMN28561242,Human,13121443835,WHITEHEAD INSTITUTE / UCSF,public,"TenX,sra","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",SRX15703044,Illumina NovaSeq 6000,K562 day 8 Perturb-seq,KD8_p3_36,PAIRED,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-06-14T00:00:00Z,K562_day_8_genome_scale,female,SRP376262,CML,GCA_000001405.29
SRR19653177,day 8,OTHER,98,52880810682,ATCC,PRJNA831566,SAMN28561242,Human,12607459221,WHITEHEAD INSTITUTE / UCSF,public,"TenX,sra","gs,s3","gs.US,s3.us-east-1",SRX15703043,Illumina NovaSeq 6000,K562 day 8 Perturb-seq,KD8_p3_35,PAIRED,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-06-14T00:00:00Z,K562_day_8_genome_scale,female,SRP376262,CML,GCA_000001405.29
SRR19653179,day 8,OTHER,98,54341990878,ATCC,PRJNA831566,SAMN28561242,Human,13444919567,WHITEHEAD INSTITUTE / UCSF,public,"TenX,sra","gs,s3","gs.US,s3.us-east-1",SRX15703041,Illumina NovaSeq 6000,K562 day 8 Perturb-seq,KD8_p3_33,PAIRED,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-06-14T00:00:00Z,K562_day_8_genome_scale,female,SRP376262,CML,GCA_000001405.29
SRR19653180,day 8,OTHER,98,51715256110,ATCC,PRJNA831566,SAMN28561242,Human,12697943091,WHITEHEAD INSTITUTE / UCSF,public,"TenX,sra","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public",SRX15703040,Illumina NovaSeq 6000,K562 day 8 Perturb-seq,KD8_p3_32,PAIRED,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-06-14T00:00:00Z,K562_day_8_genome_scale,female,SRP376262,CML,GCA_000001405.29
SRR19653181,day 8,OTHER,98,53547292708,ATCC,PRJNA831566,SAMN28561242,Human,12759444551,WHITEHEAD INSTITUTE / UCSF,public,"sra,TenX","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",SRX15703039,Illumina NovaSeq 6000,K562 day 8 Perturb-seq,KD8_p1_56,PAIRED,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-06-14T00:00:00Z,K562_day_8_genome_scale,female,SRP376262,CML,GCA_000001405.29
SRR19653182,day 8,OTHER,98,55482111804,ATCC,PRJNA831566,SAMN28561242,Human,12453192495,WHITEHEAD INSTITUTE / UCSF,public,"TenX,sra","gs,s3","gs.US,s3.us-east-1",SRX15703038,Illumina NovaSeq 6000,K562 day 8 Perturb-seq,KD8_p1_55,PAIRED,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-06-14T00:00:00Z,K562_day_8_genome_scale,female,SRP376262,CML,GCA_000001405.29
SRR19653184,day 8,OTHER,98,52516468340,ATCC,PRJNA831566,SAMN28561242,Human,11843567172,WHITEHEAD INSTITUTE / UCSF,public,"sra,TenX","s3,ncbi,gs","ncbi.public,gs.US,s3.us-east-1",SRX15703036,Illumina NovaSeq 6000,K562 day 8 Perturb-seq,KD8_p1_53,PAIRED,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-06-14T00:00:00Z,K562_day_8_genome_scale,female,SRP376262,CML,GCA_000001405.29
SRR19653185,day 8,OTHER,98,40392314354,ATCC,PRJNA831566,SAMN28561242,Human,9375634182,WHITEHEAD INSTITUTE / UCSF,public,"sra,TenX","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",SRX15703035,Illumina NovaSeq 6000,K562 day 8 Perturb-seq,KD8_p1_52,PAIRED,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-06-14T00:00:00Z,K562_day_8_genome_scale,female,SRP376262,CML,GCA_000001405.29
SRR19653186,day 8,OTHER,98,38089855314,ATCC,PRJNA831566,SAMN28561242,Human,8734483250,WHITEHEAD INSTITUTE / UCSF,public,"TenX,sra","ncbi,s3,gs","s3.us-east-1,gs.US,ncbi.public",SRX15703034,Illumina NovaSeq 6000,K562 day 8 Perturb-seq,KD8_p1_5,PAIRED,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-06-14T00:00:00Z,K562_day_8_genome_scale,female,SRP376262,CML,GCA_000001405.29
SRR19653187,day 8,OTHER,98,48030493938,ATCC,PRJNA831566,SAMN28561242,Human,11132446497,WHITEHEAD INSTITUTE / UCSF,public,"TenX,sra","gs,s3,ncbi","gs.US,ncbi.public,s3.us-east-1",SRX15703033,Illumina NovaSeq 6000,K562 day 8 Perturb-seq,KD8_p1_51,PAIRED,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-06-14T00:00:00Z,K562_day_8_genome_scale,female,SRP376262,CML,GCA_000001405.29
SRR19653189,day 8,OTHER,98,52062024406,ATCC,PRJNA831566,SAMN28561242,Human,12477913959,WHITEHEAD INSTITUTE / UCSF,public,"TenX,sra","gs,s3","s3.us-east-1,gs.US",SRX15703031,Illumina NovaSeq 6000,K562 day 8 Perturb-seq,KD8_p1_49,PAIRED,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-06-14T00:00:00Z,K562_day_8_genome_scale,female,SRP376262,CML,GCA_000001405.29
SRR19653190,day 8,OTHER,98,71819542452,ATCC,PRJNA831566,SAMN28561242,Human,16539692970,WHITEHEAD INSTITUTE / UCSF,public,"sra,TenX","gs,s3","gs.US,s3.us-east-1",SRX15703030,Illumina NovaSeq 6000,K562 day 8 Perturb-seq,KD8_p1_48,PAIRED,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-06-14T00:00:00Z,K562_day_8_genome_scale,female,SRP376262,CML,GCA_000001405.29
SRR19653191,day 8,OTHER,98,39022950358,ATCC,PRJNA831566,SAMN28561242,Human,9300328412,WHITEHEAD INSTITUTE / UCSF,public,"TenX,sra","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX15703029,Illumina NovaSeq 6000,K562 day 8 Perturb-seq,KD8_p1_47,PAIRED,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-06-14T00:00:00Z,K562_day_8_genome_scale,female,SRP376262,CML,GCA_000001405.29
SRR19653192,day 8,OTHER,98,53930637054,ATCC,PRJNA831566,SAMN28561242,Human,12539990155,WHITEHEAD INSTITUTE / UCSF,public,"sra,TenX","ncbi,gs,s3","gs.US,ncbi.public,s3.us-east-1",SRX15703028,Illumina NovaSeq 6000,K562 day 8 Perturb-seq,KD8_p1_46,PAIRED,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-06-14T00:00:00Z,K562_day_8_genome_scale,female,SRP376262,CML,GCA_000001405.29
SRR19653193,day 8,OTHER,98,38667463492,ATCC,PRJNA831566,SAMN28561242,Human,9262073667,WHITEHEAD INSTITUTE / UCSF,public,"TenX,sra","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX15703027,Illumina NovaSeq 6000,K562 day 8 Perturb-seq,KD8_p1_45,PAIRED,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-06-14T00:00:00Z,K562_day_8_genome_scale,female,SRP376262,CML,GCA_000001405.29
SRR19653194,day 8,OTHER,98,59388630042,ATCC,PRJNA831566,SAMN28561242,Human,13762163862,WHITEHEAD INSTITUTE / UCSF,public,"TenX,sra","s3,gs","gs.US,s3.us-east-1",SRX15703026,Illumina NovaSeq 6000,K562 day 8 Perturb-seq,KD8_p1_44,PAIRED,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-06-14T00:00:00Z,K562_day_8_genome_scale,female,SRP376262,CML,GCA_000001405.29
SRR19653195,day 8,OTHER,98,39170361566,ATCC,PRJNA831566,SAMN28561242,Human,9839537985,WHITEHEAD INSTITUTE / UCSF,public,"sra,TenX","gs,s3","gs.US,s3.us-east-1",SRX15703025,Illumina NovaSeq 6000,K562 day 8 Perturb-seq,KD8_p1_42,PAIRED,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-06-14T00:00:00Z,K562_day_8_genome_scale,female,SRP376262,CML,GCA_000001405.29
SRR19653196,day 8,OTHER,98,12417650462,ATCC,PRJNA831566,SAMN28561242,Human,2865773061,WHITEHEAD INSTITUTE / UCSF,public,"sra,TenX","s3,gs","s3.us-east-1,gs.US",SRX15703024,Illumina NovaSeq 6000,K562 day 8 Perturb-seq,KD8_p1_41,PAIRED,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-06-14T00:00:00Z,K562_day_8_genome_scale,female,SRP376262,CML,GCA_000001405.29
SRR19653197,day 8,OTHER,98,36936772026,ATCC,PRJNA831566,SAMN28561242,Human,8504612046,WHITEHEAD INSTITUTE / UCSF,public,"sra,TenX","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",SRX15703023,Illumina NovaSeq 6000,K562 day 8 Perturb-seq,KD8_p1_4,PAIRED,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-06-14T00:00:00Z,K562_day_8_genome_scale,female,SRP376262,CML,GCA_000001405.29
SRR19653198,day 8,OTHER,98,45956139110,ATCC,PRJNA831566,SAMN28561242,Human,10627387609,WHITEHEAD INSTITUTE / UCSF,public,"sra,TenX","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX15703022,Illumina NovaSeq 6000,K562 day 8 Perturb-seq,KD8_p1_40,PAIRED,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-06-14T00:00:00Z,K562_day_8_genome_scale,female,SRP376262,CML,GCA_000001405.29
SRR19653199,day 8,OTHER,98,56774473868,ATCC,PRJNA831566,SAMN28561242,Human,13307774180,WHITEHEAD INSTITUTE / UCSF,public,"TenX,sra","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX15703021,Illumina NovaSeq 6000,K562 day 8 Perturb-seq,KD8_p1_39,PAIRED,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-06-14T00:00:00Z,K562_day_8_genome_scale,female,SRP376262,CML,GCA_000001405.29
SRR19653200,day 8,OTHER,98,47921847022,ATCC,PRJNA831566,SAMN28561242,Human,11489206877,WHITEHEAD INSTITUTE / UCSF,public,"TenX,sra","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",SRX15703020,Illumina NovaSeq 6000,K562 day 8 Perturb-seq,KD8_p1_38,PAIRED,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-06-14T00:00:00Z,K562_day_8_genome_scale,female,SRP376262,CML,GCA_000001405.29
SRR19653201,day 8,OTHER,98,50283607626,ATCC,PRJNA831566,SAMN28561242,Human,11421438777,WHITEHEAD INSTITUTE / UCSF,public,"sra,TenX","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",SRX15703019,Illumina NovaSeq 6000,K562 day 8 Perturb-seq,KD8_p1_37,PAIRED,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-06-14T00:00:00Z,K562_day_8_genome_scale,female,SRP376262,CML,GCA_000001405.29
SRR19653202,day 8,OTHER,98,78560384546,ATCC,PRJNA831566,SAMN28561242,Human,18468266529,WHITEHEAD INSTITUTE / UCSF,public,"TenX,sra","gs,s3","gs.US,s3.us-east-1",SRX15703018,Illumina NovaSeq 6000,K562 day 8 Perturb-seq,KD8_p1_36,PAIRED,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-06-14T00:00:00Z,K562_day_8_genome_scale,female,SRP376262,CML,GCA_000001405.29
SRR19653203,day 8,OTHER,98,51905818678,ATCC,PRJNA831566,SAMN28561242,Human,11898422437,WHITEHEAD INSTITUTE / UCSF,public,"TenX,sra","s3,gs","gs.US,s3.us-east-1",SRX15703017,Illumina NovaSeq 6000,K562 day 8 Perturb-seq,KD8_p1_35,PAIRED,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-06-14T00:00:00Z,K562_day_8_genome_scale,female,SRP376262,CML,GCA_000001405.29
SRR19653204,day 8,OTHER,98,55919392508,ATCC,PRJNA831566,SAMN28561242,Human,12616868039,WHITEHEAD INSTITUTE / UCSF,public,"TenX,sra","s3,gs","gs.US,s3.us-east-1",SRX15703016,Illumina NovaSeq 6000,K562 day 8 Perturb-seq,KD8_p1_34,PAIRED,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-06-14T00:00:00Z,K562_day_8_genome_scale,female,SRP376262,CML,GCA_000001405.29
SRR19653205,day 8,OTHER,98,56752662400,ATCC,PRJNA831566,SAMN28561242,Human,13114058573,WHITEHEAD INSTITUTE / UCSF,public,"TenX,sra","s3,ncbi,gs","ncbi.public,gs.US,s3.us-east-1",SRX15703015,Illumina NovaSeq 6000,K562 day 8 Perturb-seq,KD8_p1_33,PAIRED,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-06-14T00:00:00Z,K562_day_8_genome_scale,female,SRP376262,CML,GCA_000001405.29
SRR19653207,day 8,OTHER,98,60063740380,ATCC,PRJNA831566,SAMN28561242,Human,14010707815,WHITEHEAD INSTITUTE / UCSF,public,"TenX,sra","s3,gs","gs.US,s3.us-east-1",SRX15703013,Illumina NovaSeq 6000,K562 day 8 Perturb-seq,KD8_p1_31,PAIRED,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-06-14T00:00:00Z,K562_day_8_genome_scale,female,SRP376262,CML,GCA_000001405.29
SRR19653208,day 8,OTHER,98,38670761192,ATCC,PRJNA831566,SAMN28561242,Human,8936380270,WHITEHEAD INSTITUTE / UCSF,public,"TenX,sra","gs,s3,ncbi","s3.us-east-1,gs.US,ncbi.public",SRX15703012,Illumina NovaSeq 6000,K562 day 8 Perturb-seq,KD8_p1_3,PAIRED,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-06-14T00:00:00Z,K562_day_8_genome_scale,female,SRP376262,CML,GCA_000001405.29
SRR19653209,day 8,OTHER,98,41043416652,ATCC,PRJNA831566,SAMN28561242,Human,9420750732,WHITEHEAD INSTITUTE / UCSF,public,"sra,TenX","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",SRX15703011,Illumina NovaSeq 6000,K562 day 8 Perturb-seq,KD8_p1_30,PAIRED,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-06-14T00:00:00Z,K562_day_8_genome_scale,female,SRP376262,CML,GCA_000001405.29
SRR19653210,day 8,OTHER,98,43049537804,ATCC,PRJNA831566,SAMN28561242,Human,9723872873,WHITEHEAD INSTITUTE / UCSF,public,"sra,TenX","gs,s3","s3.us-east-1,gs.US",SRX15703010,Illumina NovaSeq 6000,K562 day 8 Perturb-seq,KD8_p1_29,PAIRED,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-06-14T00:00:00Z,K562_day_8_genome_scale,female,SRP376262,CML,GCA_000001405.29
SRR19653211,day 8,OTHER,98,42905144800,ATCC,PRJNA831566,SAMN28561242,Human,10339609267,WHITEHEAD INSTITUTE / UCSF,public,"TenX,sra","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX15703009,Illumina NovaSeq 6000,K562 day 8 Perturb-seq,KD8_p3_95,PAIRED,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-06-14T00:00:00Z,K562_day_8_genome_scale,female,SRP376262,CML,GCA_000001405.29
SRR19653212,day 8,OTHER,98,44469699806,ATCC,PRJNA831566,SAMN28561242,Human,11697845891,WHITEHEAD INSTITUTE / UCSF,public,"TenX,sra","s3,gs","s3.us-east-1,gs.US",SRX15703008,Illumina NovaSeq 6000,K562 day 8 Perturb-seq,KD8_p3_94,PAIRED,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-06-14T00:00:00Z,K562_day_8_genome_scale,female,SRP376262,CML,GCA_000001405.29
SRR19653213,day 8,OTHER,98,51296002408,ATCC,PRJNA831566,SAMN28561242,Human,12506089639,WHITEHEAD INSTITUTE / UCSF,public,"sra,TenX","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",SRX15703007,Illumina NovaSeq 6000,K562 day 8 Perturb-seq,KD8_p3_31,PAIRED,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-06-14T00:00:00Z,K562_day_8_genome_scale,female,SRP376262,CML,GCA_000001405.29
SRR19653214,day 8,OTHER,98,47884904942,ATCC,PRJNA831566,SAMN28561242,Human,11918140577,WHITEHEAD INSTITUTE / UCSF,public,"sra,TenX","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public",SRX15703006,Illumina NovaSeq 6000,K562 day 8 Perturb-seq,KD8_p3_30,PAIRED,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-06-14T00:00:00Z,K562_day_8_genome_scale,female,SRP376262,CML,GCA_000001405.29
