transcript_id,transcript_name,gene_id,gene_name,ensembl_id,utr_rank,utr_rank_expr,utr_wt,mui,is_su,is_lu,seqnames,end,strand
ENST00000415884.6,CBLL1-202,ENSG00000105879.12,CBLL1,ENSG00000105879,1,1,0,0.23658049804260264,FALSE,FALSE,chr7,107758571,+
ENST00000222597.6,CBLL1-201,ENSG00000105879.12,CBLL1,ENSG00000105879,3,2,0.5,0.45282405008399484,TRUE,FALSE,chr7,107759686,+
ENST00000440859.8-UTR+131,CBLL1-205-UTR+131,ENSG00000105879.12,CBLL1,ENSG00000105879,6,3,1,0.2750855081787483,FALSE,TRUE,chr7,107761798,+
ENST00000435723.1,MTPN-202,ENSG00000105887.11,MTPN,ENSG00000105887,1,1,0,0.45782772733328303,TRUE,FALSE,chr7,135929458,-
ENST00000393085.4,MTPN-201,ENSG00000105887.11,MTPN,ENSG00000105887,5,2,1,0.5162792906649543,FALSE,TRUE,chr7,135926759,-
ENST00000409761.5,PALS2-203,ENSG00000105926.16,PALS2,ENSG00000105926,2,1,0,0.6195863373626298,TRUE,FALSE,chr7,24687632,+
ENST00000396475.6,PALS2-202,ENSG00000105926.16,PALS2,ENSG00000105926,3,2,0.5,0.17450755027467252,FALSE,FALSE,chr7,24689540,+
ENST00000222644.10,PALS2-201,ENSG00000105926.16,PALS2,ENSG00000105926,4,3,1,0.2059061123626977,FALSE,TRUE,chr7,24694193,+
ENST00000464606.5,ZC3HAV1-203,ENSG00000105939.14,ZC3HAV1,ENSG00000105939,3,1,0,0.4169729323770233,TRUE,FALSE,chr7,139045915,-
ENST00000242351.10-UTR-1323,ZC3HAV1-201-UTR-1323,ENSG00000105939.14,ZC3HAV1,ENSG00000105939,4,2,0.5,0.12093780976985417,FALSE,FALSE,chr7,139044837,-
ENST00000242351.10,ZC3HAV1-201,ENSG00000105939.14,ZC3HAV1,ENSG00000105939,6,3,1,0.4620892578531225,FALSE,TRUE,chr7,139043514,-
ENST00000478836.6,TTC26-207,ENSG00000105948.13,TTC26,ENSG00000105948,4,1,0,0.6641163592753598,TRUE,FALSE,chr7,139189802,+
ENST00000464848.5,TTC26-203,ENSG00000105948.13,TTC26,ENSG00000105948,6,2,1,0.33588364072464016,FALSE,TRUE,chr7,139191986,+
ENST00000222690.10-UTR-239,H2AZ2-201-UTR-239,ENSG00000105968.19,H2AZ2,ENSG00000105968,10,1,0,0.23424090309024442,TRUE,FALSE,chr7,44827029,-
ENST00000222690.10,H2AZ2-201,ENSG00000105968.19,H2AZ2,ENSG00000105968,11,2,1,0.7175213314139254,FALSE,TRUE,chr7,44826790,-
ENST00000415428.5-UTR-1318,LMBR1-203-UTR-1318,ENSG00000105983.23,LMBR1,ENSG00000105983,1,1,0,0.1422490636327867,FALSE,FALSE,chr7,156683528,-
ENST00000415428.5-UTR-728,LMBR1-203-UTR-728,ENSG00000105983.23,LMBR1,ENSG00000105983,3,2,0.5,0.44582624430636436,TRUE,FALSE,chr7,156682938,-
ENST00000415428.5-UTR-220,LMBR1-203-UTR-220,ENSG00000105983.23,LMBR1,ENSG00000105983,4,3,1,0.29545219497780173,FALSE,TRUE,chr7,156682430,-
ENST00000222726.4-UTR-498,HOXA5-201-UTR-498,ENSG00000106004.5,HOXA5,ENSG00000106004,2,1,0,0.429460518384569,TRUE,FALSE,chr7,27141549,-
ENST00000222726.4,HOXA5-201,ENSG00000106004.5,HOXA5,ENSG00000106004,3,2,1,0.570539481615431,FALSE,TRUE,chr7,27141051,-
ENST00000404984.5,IQCE-204,ENSG00000106012.18,IQCE,ENSG00000106012,4,1,0,0.39452229940602035,TRUE,FALSE,chr7,2610269,+
ENST00000623361.3,IQCE-217,ENSG00000106012.18,IQCE,ENSG00000106012,6,2,1,0.6054777005939797,FALSE,TRUE,chr7,2614733,+
ENST00000415871.5,TSPAN12-202,ENSG00000106025.9,TSPAN12,ENSG00000106025,2,1,0,0.3083511300943228,TRUE,FALSE,chr7,120788373,-
ENST00000222747.8,TSPAN12-201,ENSG00000106025.9,TSPAN12,ENSG00000106025,3,2,1,0.6916488699056772,FALSE,TRUE,chr7,120787319,-
ENST00000421775.6,CHN2-209,ENSG00000106069.24,CHN2,ENSG00000106069,2,1,0,0.13989992091989398,TRUE,FALSE,chr7,29512735,+
ENST00000222792.11,CHN2-201,ENSG00000106069.24,CHN2,ENSG00000106069,7,2,1,0.8037995853637685,FALSE,TRUE,chr7,29514328,+
ENST00000357271.9,GRB10-202,ENSG00000106070.20,GRB10,ENSG00000106070,5,1,0,0.49790703137920667,TRUE,FALSE,chr7,50592579,-
ENST00000335866.7,GRB10-201,ENSG00000106070.20,GRB10,ENSG00000106070,10,2,1,0.45783302675077653,FALSE,TRUE,chr7,50590062,-
ENST00000222803.10-UTR-2998,FKBP14-201-UTR-2998,ENSG00000106080.11,FKBP14,ENSG00000106080,3,1,0,0.7032387406326427,TRUE,FALSE,chr7,30013584,-
ENST00000222803.10-UTR+4664,FKBP14-201-UTR+4664,ENSG00000106080.11,FKBP14,ENSG00000106080,7,2,1,0.16721400189880667,FALSE,TRUE,chr7,30005922,-
ENST00000396257.6,PLEKHA8-202,ENSG00000106086.20,PLEKHA8,ENSG00000106086,6,1,0,0.39001205720321075,TRUE,FALSE,chr7,30129472,+
ENST00000396259.5,PLEKHA8-203,ENSG00000106086.20,PLEKHA8,ENSG00000106086,7,2,1,0.6099879427967893,FALSE,TRUE,chr7,30130483,+
ENST00000292478.9-UTR-2385,PTCD1-201-UTR-2385,ENSG00000106246.18,PTCD1,ENSG00000106246,1,1,0,0.5872484638240139,TRUE,FALSE,chr7,99419123,-
ENST00000292478.9,PTCD1-201,ENSG00000106246.18,PTCD1,ENSG00000106246,2,2,1,0.4127515361759861,FALSE,TRUE,chr7,99416738,-
ENST00000535170.5-UTR-4070,ZKSCAN1-205-UTR-4070,ENSG00000106261.17,ZKSCAN1,ENSG00000106261,2,1,0,0.1157392043732631,FALSE,FALSE,chr7,100037618,+
ENST00000535170.5-UTR-3514,ZKSCAN1-205-UTR-3514,ENSG00000106261.17,ZKSCAN1,ENSG00000106261,3,2,0.5,0.6149154809283027,TRUE,FALSE,chr7,100038174,+
ENST00000324306.11,ZKSCAN1-201,ENSG00000106261.17,ZKSCAN1,ENSG00000106261,5,3,1,0.18747964691897423,FALSE,TRUE,chr7,100041689,+
ENST00000222990.8-UTR-3235,SNX8-201-UTR-3235,ENSG00000106266.11,SNX8,ENSG00000106266,1,1,0,0.8938236623845864,TRUE,FALSE,chr7,2255004,-
ENST00000222990.8,SNX8-201,ENSG00000106266.11,SNX8,ENSG00000106266,2,2,1,0.1061763376154135,FALSE,TRUE,chr7,2251769,-
ENST00000223023.5-UTR-2466,WASL-201-UTR-2466,ENSG00000106299.8,WASL,ENSG00000106299,1,1,0,0.253978893232666,TRUE,FALSE,chr7,123684408,-
ENST00000223023.5,WASL-201,ENSG00000106299.8,WASL,ENSG00000106299,2,2,1,0.746021106767334,FALSE,TRUE,chr7,123681942,-
ENST00000465843.5,FBXO24-204,ENSG00000106336.13,FBXO24,ENSG00000106336,1,1,0,0.19723320158102767,TRUE,FALSE,chr7,100595621,+
ENST00000241071.11,FBXO24-201,ENSG00000106336.13,FBXO24,ENSG00000106336,3,2,1,0.8027667984189724,FALSE,TRUE,chr7,100601117,+
ENST00000415472.6,RBM28-202,ENSG00000106344.8,RBM28,ENSG00000106344,1,1,0,0.628494649202393,TRUE,FALSE,chr7,128310479,-
ENST00000223073.6-UTR-8645,RBM28-201-UTR-8645,ENSG00000106344.8,RBM28,ENSG00000106344,2,2,0.5,0.12706919323360905,FALSE,FALSE,chr7,128306329,-
ENST00000223073.6-UTR-6493,RBM28-201-UTR-6493,ENSG00000106344.8,RBM28,ENSG00000106344,3,3,1,0.20438840208520176,FALSE,TRUE,chr7,128304177,-
ENST00000306177.10-UTR-346,USP42-201-UTR-346,ENSG00000106346.12,USP42,ENSG00000106346,1,1,0,0.40251122523476035,TRUE,FALSE,chr7,6161218,+
ENST00000306177.10,USP42-201,ENSG00000106346.12,USP42,ENSG00000106346,2,2,1,0.5974887747652396,FALSE,TRUE,chr7,6161564,+
ENST00000300176.9-UTR-2556,AGFG2-201-UTR-2556,ENSG00000106351.13,AGFG2,ENSG00000106351,2,1,0,0.590417413232464,TRUE,FALSE,chr7,100565664,+
ENST00000300176.9,AGFG2-201,ENSG00000106351.13,AGFG2,ENSG00000106351,3,2,1,0.3640918441834229,FALSE,TRUE,chr7,100568220,+
ENST00000409292.5,LSM5-202,ENSG00000106355.10,LSM5,ENSG00000106355,5,1,0,0.8041961709632901,TRUE,FALSE,chr7,32487028,-
ENST00000409909.7,LSM5-204,ENSG00000106355.10,LSM5,ENSG00000106355,6,2,1,0.15861032148772017,FALSE,TRUE,chr7,32486804,-
ENST00000223095.5-UTR-1663,SERPINE1-201-UTR-1663,ENSG00000106366.9,SERPINE1,ENSG00000106366,1,1,0,0.26608965267574736,TRUE,FALSE,chr7,101137584,+
ENST00000223095.5-UTR-945,SERPINE1-201-UTR-945,ENSG00000106366.9,SERPINE1,ENSG00000106366,3,2,0.5,0.4748337082846763,FALSE,TRUE,chr7,101138302,+
ENST00000223095.5-UTR+33,SERPINE1-201-UTR+33,ENSG00000106366.9,SERPINE1,ENSG00000106366,6,3,1,0.25907663903957634,FALSE,FALSE,chr7,101139280,+
ENST00000223122.4,C1GALT1-201,ENSG00000106392.11,C1GALT1,ENSG00000106392,2,1,0,0.705680492638179,TRUE,FALSE,chr7,7244350,+
ENST00000436587.7,C1GALT1-204,ENSG00000106392.11,C1GALT1,ENSG00000106392,4,2,1,0.2729191682603163,FALSE,TRUE,chr7,7248616,+
ENST00000223190.8,NRF1-201,ENSG00000106459.15,NRF1,ENSG00000106459,1,1,0,0.42249312866435573,TRUE,FALSE,chr7,129756015,+
ENST00000393232.6-UTR-354,NRF1-205-UTR-354,ENSG00000106459.15,NRF1,ENSG00000106459,2,2,0.5,0.2808755105102357,FALSE,FALSE,chr7,129756722,+
ENST00000393230.6,NRF1-204,ENSG00000106459.15,NRF1,ENSG00000106459,5,3,1,0.2966313608254086,FALSE,TRUE,chr7,129757082,+
ENST00000396667.7-UTR-10281,TMEM106B-201-UTR-10281,ENSG00000106460.19,TMEM106B,ENSG00000106460,3,1,0,0.7858948574495283,TRUE,FALSE,chr7,12233086,+
ENST00000396667.7-UTR-6105,TMEM106B-201-UTR-6105,ENSG00000106460.19,TMEM106B,ENSG00000106460,5,2,1,0.19405031822865593,FALSE,TRUE,chr7,12237262,+
ENST00000343969.10,CEP41-203,ENSG00000106477.20,CEP41,ENSG00000106477,7,1,0,0.17234046362076644,TRUE,FALSE,chr7,130398843,-
ENST00000675596.1,CEP41-226,ENSG00000106477.20,CEP41,ENSG00000106477,16,2,0.5,0.6158296034428641,FALSE,TRUE,chr7,130397478,-
ENST00000223208.10-UTR-2764,CEP41-201-UTR-2764,ENSG00000106477.20,CEP41,ENSG00000106477,17,3,1,0.12843749495443524,FALSE,FALSE,chr7,130396534,-
ENST00000242057.9-UTR-2585,AHR-201-UTR-2585,ENSG00000106546.14,AHR,ENSG00000106546,3,1,0,0.18057455540355677,TRUE,FALSE,chr7,17343562,+
ENST00000242057.9-UTR-380,AHR-201-UTR-380,ENSG00000106546.14,AHR,ENSG00000106546,8,2,0.5,0.6246580027359782,FALSE,TRUE,chr7,17345767,+
ENST00000642825.1,AHR-206,ENSG00000106546.14,AHR,ENSG00000106546,10,3,1,0.16296169630642954,FALSE,FALSE,chr7,17346150,+
ENST00000341567.8-UTR-2432,TMEM248-201-UTR-2432,ENSG00000106609.16,TMEM248,ENSG00000106609,2,1,0,0.7636374500705161,TRUE,FALSE,chr7,66956119,+
ENST00000341567.8,TMEM248-201,ENSG00000106609.16,TMEM248,ENSG00000106609,3,2,1,0.20141610695012127,FALSE,TRUE,chr7,66958551,+
ENST00000392801.6,PRKAG2-202,ENSG00000106617.15,PRKAG2,ENSG00000106617,3,1,0,0.28888219706094914,TRUE,FALSE,chr7,151556940,-
ENST00000418337.6,PRKAG2-203,ENSG00000106617.15,PRKAG2,ENSG00000106617,11,2,1,0.6856219384887176,FALSE,TRUE,chr7,151556123,-
ENST00000677090.1,YKT6-208,ENSG00000106636.9,YKT6,ENSG00000106636,1,1,0,0.36655143718481253,TRUE,FALSE,chr7,44212595,+
ENST00000223369.3,YKT6-201,ENSG00000106636.9,YKT6,ENSG00000106636,4,2,1,0.6271542140299037,FALSE,TRUE,chr7,44214294,+
ENST00000432538.5,TBL2-205,ENSG00000106638.18,TBL2,ENSG00000106638,2,1,0,0.47113268770874894,TRUE,FALSE,chr7,73570194,-
ENST00000305632.11-UTR-1411,TBL2-201-UTR-1411,ENSG00000106638.18,TBL2,ENSG00000106638,3,2,0.5,0.37217147144347673,FALSE,TRUE,chr7,73568947,-
ENST00000305632.11,TBL2-201,ENSG00000106638.18,TBL2,ENSG00000106638,4,3,1,0.15669584084777427,FALSE,FALSE,chr7,73567536,-
ENST00000374707.1-UTR-1672,FSD1L-201-UTR-1672,ENSG00000106701.13,FSD1L,ENSG00000106701,7,1,0,0.20998945278856296,TRUE,FALSE,chr9,105550761,+
ENST00000374707.1-UTR-760,FSD1L-201-UTR-760,ENSG00000106701.13,FSD1L,ENSG00000106701,8,2,0.5,0.19888459784726348,FALSE,FALSE,chr9,105551673,+
ENST00000374707.1,FSD1L-201,ENSG00000106701.13,FSD1L,ENSG00000106701,9,3,1,0.40733710545829704,FALSE,TRUE,chr9,105552433,+
ENST00000377656.6,CNTNAP3-204,ENSG00000106714.18,CNTNAP3,ENSG00000106714,4,1,0,0.36906584992343033,TRUE,FALSE,chr9,39072766,-
ENST00000297668.11-UTR-5492,CNTNAP3-201-UTR-5492,ENSG00000106714.18,CNTNAP3,ENSG00000106714,5,2,0.3333333333333333,0.3552833078101072,FALSE,TRUE,chr9,39070201,-
ENST00000297668.11-UTR-268,CNTNAP3-201-UTR-268,ENSG00000106714.18,CNTNAP3,ENSG00000106714,6,3,0.6666666666666666,0.10413476263399694,FALSE,FALSE,chr9,39064977,-
ENST00000297668.11,CNTNAP3-201,ENSG00000106714.18,CNTNAP3,ENSG00000106714,7,4,1,0.17151607963246554,FALSE,FALSE,chr9,39064709,-
ENST00000375859.4-UTR-2391,SPIN1-201-UTR-2391,ENSG00000106723.17,SPIN1,ENSG00000106723,2,1,0,0.20856607530418622,TRUE,FALSE,chr9,88476303,+
ENST00000375859.4,SPIN1-201,ENSG00000106723.17,SPIN1,ENSG00000106723,3,2,1,0.7540313610444609,FALSE,TRUE,chr9,88478694,+
ENST00000376808.8,NMRK1-202,ENSG00000106733.21,NMRK1,ENSG00000106733,1,1,0,0.7081656284938508,TRUE,FALSE,chr9,75061199,-
ENST00000376811.5,NMRK1-203,ENSG00000106733.21,NMRK1,ENSG00000106733,3,2,1,0.29183437150614916,FALSE,TRUE,chr9,75060572,-
ENST00000413712.6,TMEM245-202,ENSG00000106771.13,TMEM245,ENSG00000106771,1,1,0,0.26543339380213055,TRUE,FALSE,chr9,109019903,-
ENST00000374586.8,TMEM245-201,ENSG00000106771.13,TMEM245,ENSG00000106771,4,2,1,0.6634266916616417,FALSE,TRUE,chr9,109015134,-
ENST00000373930.4-UTR-3054,MEGF9-201-UTR-3054,ENSG00000106780.9,MEGF9,ENSG00000106780,1,1,0,0.21203753926819896,TRUE,FALSE,chr9,120603864,-
ENST00000373930.4,MEGF9-201,ENSG00000106780.9,MEGF9,ENSG00000106780,3,2,1,0.787962460731801,FALSE,TRUE,chr9,120600810,-
ENST00000374990.6-UTR-4199,TGFBR1-201-UTR-4199,ENSG00000106799.13,TGFBR1,ENSG00000106799,2,1,0,0.166941671456178,TRUE,FALSE,chr9,99149450,+
ENST00000374994.9-UTR-505,TGFBR1-202-UTR-505,ENSG00000106799.13,TGFBR1,ENSG00000106799,8,2,1,0.7526198174920024,FALSE,TRUE,chr9,99153687,+
ENST00000375561.10,OGN-202,ENSG00000106809.11,OGN,ENSG00000106809,11,1,0,0.32356206386128145,TRUE,FALSE,chr9,92383267,-
ENST00000375561.10-UTR+1056,OGN-202-UTR+1056,ENSG00000106809.11,OGN,ENSG00000106809,12,2,1,0.6668428843307254,FALSE,TRUE,chr9,92382211,-
ENST00000376552.8-UTR-1386,TLE4-206-UTR-1386,ENSG00000106829.20,TLE4,ENSG00000106829,3,1,0,0.4463700296713271,TRUE,FALSE,chr9,79725496,+
ENST00000376552.8,TLE4-206,ENSG00000106829.20,TLE4,ENSG00000106829,5,2,1,0.5536299703286729,FALSE,TRUE,chr9,79726882,+
ENST00000482062.1,LHX6-206,ENSG00000106852.16,LHX6,ENSG00000106852,2,1,0,0.14395102963339493,TRUE,FALSE,chr9,122204254,-
ENST00000373755.6,LHX6-203,ENSG00000106852.16,LHX6,ENSG00000106852,7,2,1,0.8207006942171767,FALSE,TRUE,chr9,122202576,-
ENST00000374264.6,SUSD1-203,ENSG00000106868.17,SUSD1,ENSG00000106868,1,1,0,0.25445370927339656,TRUE,FALSE,chr9,112041078,-
ENST00000374270.8,SUSD1-204,ENSG00000106868.17,SUSD1,ENSG00000106868,3,2,1,0.7455462907266034,FALSE,TRUE,chr9,112040782,-
ENST00000374079.8,AKNA-205,ENSG00000106948.17,AKNA,ENSG00000106948,3,1,0,0.7242015523603512,TRUE,FALSE,chr9,114336127,-
ENST00000374088.8,AKNA-206,ENSG00000106948.17,AKNA,ENSG00000106948,4,2,1,0.2757984476396488,FALSE,TRUE,chr9,114334155,-
ENST00000545641.5,RIC1-207,ENSG00000107036.12,RIC1,ENSG00000107036,3,1,0,0.10272394590294351,FALSE,FALSE,chr9,5774298,+
ENST00000418622.7-UTR-497,RIC1-204-UTR-497,ENSG00000107036.12,RIC1,ENSG00000107036,4,2,0.5,0.38342402545743837,TRUE,FALSE,chr9,5776055,+
ENST00000414202.7,RIC1-203,ENSG00000107036.12,RIC1,ENSG00000107036,7,3,1,0.5138520286396181,FALSE,TRUE,chr9,5776557,+
ENST00000380117.5,ELAVL2-203,ENSG00000107105.15,ELAVL2,ENSG00000107105,1,1,0,0.33644975096588,TRUE,FALSE,chr9,23691810,-
ENST00000223951.10,ELAVL2-201,ENSG00000107105.15,ELAVL2,ENSG00000107105,4,2,1,0.66355024903412,FALSE,TRUE,chr9,23690103,-
ENST00000630865.1,NCS1-203,ENSG00000107130.10,NCS1,ENSG00000107130,2,1,0,0.2875475697045761,TRUE,FALSE,chr9,130233375,+
ENST00000372398.6-UTR-3494,NCS1-201-UTR-3494,ENSG00000107130.10,NCS1,ENSG00000107130,5,2,0.5,0.5263858972148565,FALSE,TRUE,chr9,130233809,+
ENST00000372398.6-UTR-680,NCS1-201-UTR-680,ENSG00000107130.10,NCS1,ENSG00000107130,6,3,1,0.14606136500762695,FALSE,FALSE,chr9,130236623,+
ENST00000378078.5-UTR-653,RGP1-201-UTR-653,ENSG00000107185.10,RGP1,ENSG00000107185,3,1,0,0.5835326381964471,TRUE,FALSE,chr9,35757932,+
ENST00000378078.5,RGP1-201,ENSG00000107185.10,RGP1,ENSG00000107185,4,2,1,0.34551631976745345,FALSE,TRUE,chr9,35758585,+
ENST00000438511.5,MPDZ-206,ENSG00000107186.17,MPDZ,ENSG00000107186,6,1,0,0.4691195268640524,TRUE,FALSE,chr9,13106497,-
ENST00000319217.12,MPDZ-202,ENSG00000107186.17,MPDZ,ENSG00000107186,8,2,1,0.44589117100795933,FALSE,TRUE,chr9,13105706,-
ENST00000224140.6-UTR-2538,SETX-201-UTR-2538,ENSG00000107290.14,SETX,ENSG00000107290,1,1,0,0.5070345919974456,TRUE,FALSE,chr9,132263893,-
ENST00000224140.6,SETX-201,ENSG00000107290.14,SETX,ENSG00000107290,7,2,1,0.4631565438904081,FALSE,TRUE,chr9,132261355,-
ENST00000377707.4-UTR-3654,SHB-201-UTR-3654,ENSG00000107338.10,SHB,ENSG00000107338,1,1,0,0.6540195359749454,TRUE,FALSE,chr9,37919551,-
ENST00000377707.4-UTR-3236,SHB-201-UTR-3236,ENSG00000107338.10,SHB,ENSG00000107338,2,2,1,0.30168020154448283,FALSE,TRUE,chr9,37919133,-
ENST00000263228.4-UTR-2698,UBE2R2-201-UTR-2698,ENSG00000107341.5,UBE2R2,ENSG00000107341,2,1,0,0.6128476147404776,TRUE,FALSE,chr9,33917701,+
ENST00000263228.4-UTR-2414,UBE2R2-201-UTR-2414,ENSG00000107341.5,UBE2R2,ENSG00000107341,3,2,1,0.3415252714740984,FALSE,TRUE,chr9,33917985,+
ENST00000376960.8-UTR-1170,ZFAND5-204-UTR-1170,ENSG00000107372.13,ZFAND5,ENSG00000107372,4,1,0,0.47616334721293696,TRUE,FALSE,chr9,72355627,-
ENST00000376960.8,ZFAND5-204,ENSG00000107372.13,ZFAND5,ENSG00000107372,7,2,1,0.3887721564670162,FALSE,TRUE,chr9,72354457,-
ENST00000403870.7,CCNJ-202,ENSG00000107443.16,CCNJ,ENSG00000107443,1,1,0,0.18005218805901854,TRUE,FALSE,chr10,96059588,+
ENST00000265992.9,CCNJ-201,ENSG00000107443.16,CCNJ,ENSG00000107443,3,2,1,0.8199478119409814,FALSE,TRUE,chr10,96060870,+
ENST00000379328.9-UTR-227,GATA3-202-UTR-227,ENSG00000107485.18,GATA3,ENSG00000107485,3,1,0,0.8737517831669044,TRUE,FALSE,chr10,8074971,+
ENST00000379328.9,GATA3-202,ENSG00000107485.18,GATA3,ENSG00000107485,4,2,1,0.12624821683309556,FALSE,TRUE,chr10,8075198,+
ENST00000421367.7-UTR-345,ERLIN1-203-UTR-345,ENSG00000107566.14,ERLIN1,ENSG00000107566,2,1,0,0.1454166955810441,TRUE,FALSE,chr10,100150438,-
ENST00000421367.7,ERLIN1-203,ENSG00000107566.14,ERLIN1,ENSG00000107566,4,2,1,0.7905668439745938,FALSE,TRUE,chr10,100150093,-
ENST00000369144.8-UTR-2085,EIF3A-201-UTR-2085,ENSG00000107581.13,EIF3A,ENSG00000107581,2,1,0,0.5675461288266721,TRUE,FALSE,chr10,119035754,-
ENST00000369144.8-UTR-1376,EIF3A-201-UTR-1376,ENSG00000107581.13,EIF3A,ENSG00000107581,3,2,1,0.4043453342385064,FALSE,TRUE,chr10,119035045,-
ENST00000377799.8-UTR-11315,TRDMT1-203-UTR-11315,ENSG00000107614.22,TRDMT1,ENSG00000107614,4,1,0,0.46090705099456447,TRUE,FALSE,chr10,17148650,-
ENST00000377799.8-UTR-9418,TRDMT1-203-UTR-9418,ENSG00000107614.22,TRDMT1,ENSG00000107614,5,2,0.5,0.15365437819556788,FALSE,FALSE,chr10,17146753,-
ENST00000377799.8,TRDMT1-203,ENSG00000107614.22,TRDMT1,ENSG00000107614,7,3,1,0.31510780799877214,FALSE,TRUE,chr10,17137335,-
ENST00000373585.8,DDX50-201,ENSG00000107625.14,DDX50,ENSG00000107625,1,1,0,0.5824007932922572,TRUE,FALSE,chr10,68946847,+
ENST00000373585.8-UTR+500,DDX50-201-UTR+500,ENSG00000107625.14,DDX50,ENSG00000107625,2,2,1,0.41759920670774275,FALSE,TRUE,chr10,68947347,+
ENST00000360332.7-UTR-2950,MAPK8-201-UTR-2950,ENSG00000107643.17,MAPK8,ENSG00000107643,2,1,0,0.26912825445088556,TRUE,FALSE,chr10,48436407,+
ENST00000374176.8,MAPK8-203,ENSG00000107643.17,MAPK8,ENSG00000107643,6,2,1,0.6785078239316027,FALSE,TRUE,chr10,48439360,+
ENST00000369075.8-UTR-3690,SEC23IP-201-UTR-3690,ENSG00000107651.14,SEC23IP,ENSG00000107651,2,1,0,0.6378376836241594,TRUE,FALSE,chr10,119940967,+
ENST00000369075.8,SEC23IP-201,ENSG00000107651.14,SEC23IP,ENSG00000107651,5,2,1,0.3621623163758406,FALSE,TRUE,chr10,119944657,+
ENST00000392799.7-UTR-358,PLEKHA1-204-UTR-358,ENSG00000107679.15,PLEKHA1,ENSG00000107679,1,1,0,0.592014077785923,TRUE,FALSE,chr10,122430121,+
ENST00000392799.7,PLEKHA1-204,ENSG00000107679.15,PLEKHA1,ENSG00000107679,2,2,0.5,0.1557408589803525,FALSE,FALSE,chr10,122430479,+
ENST00000368988.5-UTR+55,PLEKHA1-201-UTR+55,ENSG00000107679.15,PLEKHA1,ENSG00000107679,6,3,1,0.2522450632337246,FALSE,TRUE,chr10,122432409,+
ENST00000317376.8-UTR-1729,SPOCK2-201-UTR-1729,ENSG00000107742.14,SPOCK2,ENSG00000107742,5,1,0,0.15535307517084282,FALSE,FALSE,chr10,72060763,-
ENST00000317376.8-UTR-243,SPOCK2-201-UTR-243,ENSG00000107742.14,SPOCK2,ENSG00000107742,6,2,0.5,0.21047835990888383,TRUE,FALSE,chr10,72059277,-
ENST00000373109.7,SPOCK2-202,ENSG00000107742.14,SPOCK2,ENSG00000107742,8,3,1,0.566742596810934,FALSE,TRUE,chr10,72059033,-
ENST00000224756.12-UTR-3713,CCSER2-201-UTR-3713,ENSG00000107771.17,CCSER2,ENSG00000107771,2,1,0,0.3874274996324593,TRUE,FALSE,chr10,84514804,+
ENST00000543283.2,CCSER2-210,ENSG00000107771.17,CCSER2,ENSG00000107771,4,2,1,0.6125725003675407,FALSE,TRUE,chr10,84518521,+
ENST00000473656.5,TWNK-204,ENSG00000107815.10,TWNK,ENSG00000107815,2,1,0,0.2906811547216264,TRUE,FALSE,chr10,100993580,+
ENST00000311916.8,TWNK-201,ENSG00000107815.10,TWNK,ENSG00000107815,4,2,1,0.6720038154668537,FALSE,TRUE,chr10,100994403,+
ENST00000636789.1,ARHGAP21-217,ENSG00000107863.20,ARHGAP21,ENSG00000107863,2,1,0,0.1865698156303458,TRUE,FALSE,chr10,24585929,-
ENST00000612832.4,ARHGAP21-216,ENSG00000107863.20,ARHGAP21,ENSG00000107863,5,2,1,0.8134301843696542,FALSE,TRUE,chr10,24583608,-
ENST00000614585.4-UTR-217,CPEB3-203-UTR-217,ENSG00000107864.15,CPEB3,ENSG00000107864,1,1,0,0.21299591406352972,TRUE,FALSE,chr10,92048858,-
ENST00000614585.4,CPEB3-203,ENSG00000107864.15,CPEB3,ENSG00000107864,2,2,0.5,0.6741136153947542,FALSE,TRUE,chr10,92048641,-
ENST00000265997.5,CPEB3-201,ENSG00000107864.15,CPEB3,ENSG00000107864,3,3,1,0.1128904705417161,FALSE,FALSE,chr10,92046691,-
ENST00000369902.8-UTR-2783,SUFU-202-UTR-2783,ENSG00000107882.12,SUFU,ENSG00000107882,3,1,0,0.24974969656612026,TRUE,FALSE,chr10,102630752,+
ENST00000369902.8,SUFU-202,ENSG00000107882.12,SUFU,ENSG00000107882,5,2,1,0.7502503034338798,FALSE,TRUE,chr10,102633535,+
ENST00000263063.9-UTR-3028,MTPAP-201-UTR-3028,ENSG00000107951.15,MTPAP,ENSG00000107951,3,1,0,0.8878933526417851,TRUE,FALSE,chr10,30312828,-
ENST00000263063.9,MTPAP-201,ENSG00000107951.15,MTPAP,ENSG00000107951,4,2,1,0.11210664735821486,FALSE,TRUE,chr10,30309800,-
ENST00000369698.5,SORCS1-203,ENSG00000108018.16,SORCS1,ENSG00000108018,3,1,0,0.494131455399061,TRUE,FALSE,chr10,106577181,-
ENST00000622431.4-UTR-236,SORCS1-210-UTR-236,ENSG00000108018.16,SORCS1,ENSG00000108018,4,2,1,0.505868544600939,FALSE,TRUE,chr10,106573906,-
ENST00000487519.6-UTR-3454,TFAM-204-UTR-3454,ENSG00000108064.11,TFAM,ENSG00000108064,6,1,0,0.2977811482754611,TRUE,FALSE,chr10,58395766,+
ENST00000487519.6-UTR-3085,TFAM-204-UTR-3085,ENSG00000108064.11,TFAM,ENSG00000108064,7,2,0.5,0.5335822148804574,FALSE,TRUE,chr10,58396135,+
