target_gene,target_gene_id,sgID_AB,cluster_id
CHORDC1,ENSG00000110172,CHORDC1_-_89955982.23-P1P2|CHORDC1_-_89955894.23-P1P2,8
CHTF18,ENSG00000127586,CHTF18_-_838671.23-P1P2|CHTF18_-_838687.23-P1P2,8
CHTF8,ENSG00000168802,CHTF8_+_69166252.23-P1P2|CHTF8_-_69166513.23-P1P2,8
CHTOP,ENSG00000160679,CHTOP_-_153606538.23-P1P2|CHTOP_-_153606547.23-P1P2,15
CIAO1,ENSG00000144021,CIAO1_-_96932005.23-P1P2|CIAO1_+_96932066.23-P1P2,15
CIAPIN1,ENSG00000005194,CIAPIN1_+_57481238.23-P1P2|CIAPIN1_+_57481287.23-P1P2,8
CINP,ENSG00000100865,CINP_+_102829193.23-P1P2|CINP_-_102829164.23-P1P2,23
CKAP5,ENSG00000175216,CKAP5_-_46848384.23-P2|CKAP5_-_46848381.23-P2,15
CKAP5,ENSG00000175216,CKAP5_+_46867805.23-P1|CKAP5_-_46867793.23-P1,15
CLASRP,ENSG00000104859,CLASRP_-_45542349.23-P1P2|CLASRP_-_45542376.23-P1P2,8
CLCC1,ENSG00000121940,CLCC1_+_109506058.23-P1P2|CLCC1_+_109506061.23-P1P2,1
CLK2,ENSG00000176444,CLK2_+_155243222.23-P1P2|CLK2_+_155243270.23-P1P2,1
CLNS1A,ENSG00000074201,CLNS1A_-_77348773.23-P1P2|CLNS1A_-_77348782.23-P1P2,14
CLP1,ENSG00000172409,CLP1_+_57425308.23-P1P2|CLP1_-_57425273.23-P1P2,1
CLSPN,ENSG00000092853,CLSPN_+_36235482.23-P1P2|CLSPN_+_36235519.23-P1P2,1
CLTC,ENSG00000141367,CLTC_+_57697290.23-P1P2|CLTC_+_57697287.23-P1P2,8
CMPK1,ENSG00000162368,CMPK1_+_47799589.23-P1P2|CMPK1_+_47799577.23-P1P2,15
CMTR1,ENSG00000137200,CMTR1_-_37401025.23-P1P2|CMTR1_-_37401070.23-P1P2,17
CNIH4,ENSG00000143771,CNIH4_-_224544568.23-P1P2|CNIH4_-_224544955.23-P1P2,8
CNN2,ENSG00000064666,CNN2_+_1026619.23-P1P2|CNN2_+_1026615.23-P1P2,15
CNOT1,ENSG00000125107,CNOT1_+_58663696.23-P1P2|CNOT1_-_58663535.23-P1P2,2
CNOT2,ENSG00000111596,CNOT2_-_70637260.23-P1P2|CNOT2_+_70637651.23-P1P2,8
CNOT3,ENSG00000088038,CNOT3_+_54641532.23-P1P2|CNOT3_-_54641691.23-P1P2,1
COA5,ENSG00000183513,COA5_+_99224923.23-P1P2|COA5_+_99224908.23-P1P2,8
COASY,ENSG00000068120,COASY_-_40714203.23-P1P2|COASY_+_40714195.23-P1P2,15
COG1,ENSG00000166685,COG1_+_71189215.23-P1P2|COG1_-_71189243.23-P1P2,8
COG2,ENSG00000135775,COG2_+_230778253.23-P1P2|COG2_+_230778278.23-P1P2,8
COG3,ENSG00000136152,COG3_+_46039129.23-P1P2|COG3_-_46039318.23-P1P2,1
COG4,ENSG00000103051,COG4_+_70557377.23-P1P2|COG4_+_70557397.23-P1P2,15
COG6,ENSG00000133103,COG6_-_40229866.23-P1P2|COG6_+_40230096.23-P1P2,15
COG8,ENSG00000213380,COG8_+_69373427.23-P1P2|COG8_-_69373434.23-P1P2,8
COPA,ENSG00000122218,COPA_+_160313005.23-P1P2|COPA_-_160313051.23-P1P2,8
COPB1,ENSG00000129083,COPB1_-_14521337.23-P1P2|COPB1_-_14521352.23-P1P2,12
COPB2,ENSG00000184432,COPB2_-_139108414.23-P1P2|COPB2_+_139108459.23-P1P2,1
COPE,ENSG00000105669,COPE_+_19030144.23-P1P2|COPE_-_19030119.23-P1P2,15
COPG1,ENSG00000181789,COPG1_-_128968486.23-P1|COPG1_+_128968468.23-P1,15
COPG1,ENSG00000181789,COPG1_-_128984635.23-P2|COPG1_-_128984639.23-P2,15
COPS2,ENSG00000166200,COPS2_-_49447577.23-P1P2|COPS2_+_49447762.23-P1P2,15
COPS3,ENSG00000141030,COPS3_+_17184553.23-P1P2|COPS3_-_17184489.23-P1P2,15
COPS4,ENSG00000138663,COPS4_-_83956572.23-P1P2|COPS4_-_83956404.23-P1P2,15
COPS5,ENSG00000121022,COPS5_-_67974403.23-P1P2|COPS5_-_67974325.23-P1P2,15
COPS6,ENSG00000168090,COPS6_-_99686651.23-P1P2|COPS6_-_99686659.23-P1P2,15
COPS8,ENSG00000198612,COPS8_-_237994589.23-P1P2|COPS8_-_237994564.23-P1P2,15
COPZ1,ENSG00000111481,COPZ1_-_54719176.23-P1|COPZ1_+_54719129.23-P1,12
COPZ1,ENSG00000111481,COPZ1_+_54695041.23-P2|COPZ1_+_54694980.23-P2,8
COQ2,ENSG00000173085,COQ2_+_84205909.23-P1P2|COQ2_-_84205900.23-P1P2,8
COQ4,ENSG00000167113,COQ4_-_131085196.23-P1P2|COQ4_+_131085154.23-P1P2,15
COQ5,ENSG00000110871,COQ5_+_120966966.23-P1P2|COQ5_-_120966902.23-P1P2,15
COX10,ENSG00000006695,COX10_-_13972882.23-P1P2|COX10_-_13972875.23-P1P2,12
COX11,ENSG00000166260,COX11_+_53045977.23-P1P2|COX11_+_53045613.23-P1P2,8
COX15,ENSG00000014919,COX15_+_101491824.23-P1P2|COX15_-_101491751.23-P1P2,12
COX17,ENSG00000138495,COX17_-_119396037.23-P1P2|COX17_-_119395995.23-P1P2,12
COX5A,ENSG00000178741,COX5A_+_75230394.23-P1P2|COX5A_-_75230359.23-P1P2,8
COX5B,ENSG00000135940,COX5B_-_98262552.23-P1P2|COX5B_-_98262560.23-P1P2,8
COX6C,ENSG00000164919,COX6C_-_100905842.23-P1P2|COX6C_-_100905522.23-P1P2,12
COX7B,ENSG00000131174,COX7B_-_77155002.23-P1P2|COX7B_+_77155209.23-P1P2,8
COX7C,ENSG00000127184,COX7C_+_85913816.23-P1P2|COX7C_+_85914019.23-P1P2,8
CPAMD8,ENSG00000160111,CPAMD8_+_17137774.23-ENST00000443236.1|CPAMD8_+_17137763.23-ENST00000443236.1,15
CPNE7,ENSG00000178773,CPNE7_+_89642219.23-P1P2|CPNE7_+_89642204.23-P1P2,8
CPOX,ENSG00000080819,CPOX_-_98312447.23-P1P2|CPOX_+_98312416.23-P1P2,15
CPSF1,ENSG00000071894,CPSF1_+_145634685.23-P1P2|CPSF1_-_145634704.23-P1P2,27
CPSF3,ENSG00000119203,CPSF3_+_9564024.23-P1P2|CPSF3_+_9563875.23-P1P2,3
CPSF4,ENSG00000160917,CPSF4_-_99036611.23-P1P2|CPSF4_-_99036577.23-P1P2,27
CPSF6,ENSG00000111605,CPSF6_+_69633592.23-P1P2|CPSF6_+_69633482.23-P1P2,4
CRCP,ENSG00000241258,CRCP_-_65580060.23-P1P2|CRCP_-_65580068.23-P1P2,15
CRKL,ENSG00000099942,CRKL_-_21271784.23-P1P2|CRKL_-_21271801.23-P1P2,15
CRLS1,ENSG00000088766,CRLS1_-_5986783.23-P1P2|CRLS1_-_5986777.23-P1P2,8
CRNKL1,ENSG00000101343,CRNKL1_+_20033001.23-P1P2|CRNKL1_-_20033040.23-P1P2,14
CS,ENSG00000062485,CS_-_56694134.23-P1P2|CS_-_56693735.23-P1P2,15
CSE1L,ENSG00000124207,CSE1L_-_47662888.23-P1P2|CSE1L_-_47662891.23-P1P2,17
CSH2,ENSG00000213218,CSH2_-_61973880.23-P2|CSH2_+_61973860.23-P2,15
CSH2,ENSG00000213218,CSH2_+_61950403.23-P1|CSH2_+_61950460.23-P1,8
CSNK1A1,ENSG00000113712,CSNK1A1_+_148930963.23-P1P2|CSNK1A1_-_148930629.23-P1P2,8
CSNK2B,ENSG00000204435,CSNK2B_+_31633873.23-P1P2|CSNK2B_-_31634088.23-P1P2,8
CSTF1,ENSG00000101138,CSTF1_+_54967480.23-P1P2|CSTF1_-_54967707.23-P1P2,3
CSTF3,ENSG00000176102,CSTF3_+_33183038.23-P1P2|CSTF3_-_33182802.23-P1P2,27
CTBP2,ENSG00000175029,CTBP2_-_126849603.23-P1P2|CTBP2_+_126849547.23-P1P2,15
CTCF,ENSG00000102974,CTCF_+_67596356.23-P1P2|CTCF_-_67596515.23-P1P2,15
CTDP1,ENSG00000060069,CTDP1_+_77439863.23-P1P2|CTDP1_+_77439877.23-P1P2,5
CTNNBL1,ENSG00000132792,CTNNBL1_-_36322495.23-P1P2|CTNNBL1_-_36322534.23-P1P2,14
CTR9,ENSG00000198730,CTR9_+_10772865.23-P1P2|CTR9_+_10772881.23-P1P2,3
CTU2,ENSG00000174177,CTU2_-_88772951.23-P1P2|CTU2_+_88772905.23-P1P2,8
CUL1,ENSG00000055130,CUL1_-_148396020.23-P1P2|CUL1_-_148396040.23-P1P2,8
CUL2,ENSG00000108094,CUL2_+_35379233.23-P1P2|CUL2_+_35379513.23-P1P2,15
CUL3,ENSG00000036257,CUL3_-_225449997.23-P1P2|CUL3_-_225450135.23-P1P2,15
CUL7,ENSG00000044090,CUL7_-_43021163.23-P1P2|CUL7_-_43021528.23-P1P2,8
CWC15,ENSG00000150316,CWC15_+_94706513.23-P1P2|CWC15_+_94706688.23-P1P2,11
CWC22,ENSG00000163510,CWC22_-_180871781.23-P1P2|CWC22_+_180871546.23-P1P2,14
CWC25,ENSG00000273559,CWC25_+_36981555.23-P1P2|CWC25_+_36981567.23-P1P2,15
CWF19L2,ENSG00000152404,CWF19L2_+_107328479.23-P1P2|CWF19L2_+_107328464.23-P1P2,11
CXXC1,ENSG00000154832,CXXC1_-_47814029.23-P1P2|CXXC1_-_47814050.23-P1P2,1
CYC1,ENSG00000179091,CYC1_-_145149982.23-P1P2|CYC1_-_145149979.23-P1P2,8
CYCS,ENSG00000172115,CYCS_+_25164869.23-P1P2|CYCS_+_25164679.23-P1P2,8
CYFIP1,ENSG00000273749,CYFIP1_+_22893097.23-P1P2|CYFIP1_+_22892711.23-P1P2,8
CYP2A13,ENSG00000197838,CYP2A13_-_41594703.23-P1P2|CYP2A13_+_41594737.23-P1P2,8
CYP4F11,ENSG00000171903,CYP4F11_+_16045652.23-P1P2|CYP4F11_-_16045665.23-P1P2,15
CYS1,ENSG00000205795,CYS1_+_10220308.23-P1P2|CYS1_-_10220299.23-P1P2,8
DAD1,ENSG00000129562,DAD1_+_23058092.23-P1P2|DAD1_-_23057953.23-P1P2,8
DAP3,ENSG00000132676,DAP3_-_155658904.23-P1P2|DAP3_-_155658930.23-P1P2,8
DARS,ENSG00000115866,DARS_-_136742757.23-P1P2|DARS_+_136743138.23-P1P2,12
DBF4,ENSG00000006634,DBF4_-_87505724.23-P1P2|DBF4_+_87505889.23-P1P2,8
DBR1,ENSG00000138231,DBR1_+_137893744.23-P1P2|DBR1_+_137893673.23-P1P2,14
DCAF6,ENSG00000143164,DCAF6_+_167906008.23-P1P2|DCAF6_-_167905955.23-P1P2,15
DCLRE1B,ENSG00000118655,DCLRE1B_+_114448004.23-P1P2|DCLRE1B_+_114448001.23-P1P2,15
DCTN1,ENSG00000204843,DCTN1_+_74618971.23-P1P2|DCTN1_+_74618953.23-P1P2,15
DCTN2,ENSG00000175203,DCTN2_-_57940946.23-P1P2|DCTN2_-_57940910.23-P1P2,8
DCTN3,ENSG00000137100,DCTN3_+_34620457.23-P1P2|DCTN3_+_34620473.23-P1P2,15
DCTN4,ENSG00000132912,DCTN4_+_150138508.23-P1P2|DCTN4_-_150138465.23-P1P2,15
DCTN5,ENSG00000166847,DCTN5_-_23652764.23-P1P2|DCTN5_+_23653002.23-P1P2,15
DCTN6,ENSG00000104671,DCTN6_+_30013892.23-P1P2|DCTN6_-_30013902.23-P1P2,15
DCUN1D5,ENSG00000137692,DCUN1D5_-_102962856.23-P1P2|DCUN1D5_-_102962827.23-P1P2,14
DDB1,ENSG00000167986,DDB1_-_61081132.23-P2|DDB1_-_61081136.23-P2,15
DDB1,ENSG00000167986,DDB1_+_61100555.23-P1|DDB1_+_61100263.23-P1,15
DDN,ENSG00000181418,DDN_+_49393129.23-P1P2|DDN_+_49393144.23-P1P2,15
DDOST,ENSG00000244038,DDOST_+_20987846.23-P1P2|DDOST_-_20987605.23-P1P2,8
DDX1,ENSG00000079785,DDX1_-_15732017.23-P1P2|DDX1_-_15732021.23-P1P2,15
DDX10,ENSG00000178105,DDX10_+_108535803.23-P1P2|DDX10_-_108536148.23-P1P2,22
DDX11,ENSG00000013573,DDX11_+_31226729.23-P1P2|DDX11_+_31226823.23-P1P2,8
DDX18,ENSG00000088205,DDX18_-_118572337.23-P1P2|DDX18_-_118572348.23-P1P2,25
DDX19A,ENSG00000168872,DDX19A_+_70380901.23-P1P2|DDX19A_-_70380833.23-P1P2,8
DDX19B,ENSG00000157349,DDX19B_-_70328715.23-P2|DDX19B_+_70328743.23-P2,15
DDX19B,ENSG00000157349,DDX19B_+_70333136.23-P1|DDX19B_+_70333144.23-P1,15
DDX20,ENSG00000064703,DDX20_-_112298588.23-P1P2|DDX20_-_112298555.23-P1P2,1
DDX21,ENSG00000165732,DDX21_-_70715959.23-P1P2|DDX21_-_70715913.23-P1P2,22
DDX23,ENSG00000174243,DDX23_+_49245881.23-P1P2|DDX23_+_49245865.23-P1P2,11
DDX24,ENSG00000089737,DDX24_+_94547517.23-P1P2|DDX24_+_94547508.23-P1P2,23
DDX27,ENSG00000124228,DDX27_-_47836019.23-P1P2|DDX27_+_47836013.23-P1P2,23
DDX41,ENSG00000183258,DDX41_+_176943914.23-P1P2|DDX41_+_176943922.23-P1P2,11
DDX42,ENSG00000198231,DDX42_+_61851679.23-P1P2|DDX42_-_61851682.23-P1P2,8
DDX46,ENSG00000145833,DDX46_-_134094510.23-P1|DDX46_-_134094650.23-P1,14
DDX46,ENSG00000145833,DDX46_-_134109485.23-P2|DDX46_-_134109475.23-P2,2
DDX47,ENSG00000213782,DDX47_+_12966332.23-P1P2|DDX47_+_12966328.23-P1P2,25
DDX49,ENSG00000105671,DDX49_-_19030553.23-P1P2|DDX49_-_19030541.23-P1P2,8
DDX5,ENSG00000108654,DDX5_-_62502405.23-P1P2|DDX5_+_62502182.23-P1P2,8
DDX51,ENSG00000185163,DDX51_+_132628798.23-P1P2|DDX51_+_132628854.23-P1P2,23
DDX52,ENSG00000278053,DDX52_-_36003440.23-P1P2|DDX52_-_36003249.23-P1P2,22
DDX54,ENSG00000123064,DDX54_-_113599205.23-P2|DDX54_-_113599226.23-P2,15
DDX54,ENSG00000123064,DDX54_+_113623252.23-P1|DDX54_-_113623260.23-P1,23
DDX55,ENSG00000111364,DDX55_+_124086731.23-P1P2|DDX55_-_124086680.23-P1P2,23
DDX56,ENSG00000136271,DDX56_+_44613471.23-P1P2|DDX56_-_44613091.23-P1P2,23
DDX59,ENSG00000118197,DDX59_-_200638659.23-P1P2|DDX59_+_200639063.23-P1P2,15
DDX6,ENSG00000110367,DDX6_+_118661671.23-P1P2|DDX6_+_118661800.23-P1P2,15
DENR,ENSG00000139726,DENR_+_123237630.23-P1P2|DENR_+_123237807.23-P1P2,8
DERL2,ENSG00000072849,DERL2_-_5389442.23-P1P2|DERL2_+_5389484.23-P1P2,2
DHDDS,ENSG00000117682,DHDDS_-_26758867.23-P1P2|DHDDS_-_26758897.23-P1P2,12
DHFR,ENSG00000228716,DHFR_+_79950771.23-P1P2|DHFR_-_79950787.23-P1P2,15
DHODH,ENSG00000102967,DHODH_-_72042709.23-P1|DHODH_-_72042714.23-P1,1
DHODH,ENSG00000102967,DHODH_+_72049721.23-P2|DHODH_-_72049691.23-P2,15
DHPS,ENSG00000095059,DHPS_-_12792690.23-P1P2|DHPS_+_12792583.23-P1P2,15
DHX15,ENSG00000109606,DHX15_+_24586128.23-P1P2|DHX15_+_24586116.23-P1P2,10
DHX16,ENSG00000204560,DHX16_+_30640731.23-P1P2|DHX16_-_30640796.23-P1P2,11
DHX33,ENSG00000005100,DHX33_-_5372196.23-P1P2|DHX33_-_5371956.23-P1P2,8
DHX36,ENSG00000174953,DHX36_+_154042223.23-P1P2|DHX36_+_154042240.23-P1P2,1
DHX37,ENSG00000150990,DHX37_+_125473628.23-P1P2|DHX37_-_125473637.23-P1P2,22
DHX8,ENSG00000067596,DHX8_-_41561378.23-P1P2|DHX8_-_41561447.23-P1P2,14
DHX9,ENSG00000135829,DHX9_+_182808499.23-P1P2|DHX9_+_182808482.23-P1P2,15
DICER1,ENSG00000100697,DICER1_+_95623669.23-P1P2|DICER1_+_95623701.23-P1P2,15
DIMT1,ENSG00000086189,DIMT1_+_61699702.23-P1P2|DIMT1_+_61699669.23-P1P2,22
DIS3,ENSG00000083520,DIS3_-_73355816.23-P1P2|DIS3_+_73356045.23-P1P2,20
DKC1,ENSG00000130826,DKC1_-_153991190.23-P1P2|DKC1_-_153991174.23-P1P2,22
DLD,ENSG00000091140,DLD_-_107531642.23-P1P2|DLD_-_107531673.23-P1P2,17
DMAP1,ENSG00000178028,DMAP1_-_44679204.23-P1P2|DMAP1_-_44679254.23-P1P2,10
DMRTA2,ENSG00000142700,DMRTA2_+_50889102.23-P1P2|DMRTA2_+_50889084.23-P1P2,15
DNAJA1,ENSG00000086061,DNAJA1_-_33025322.23-P1|DNAJA1_-_33025302.23-P1,1
DNAJA1,ENSG00000086061,DNAJA1_-_33026888.23-P2|DNAJA1_-_33027087.23-P2,8
DNAJA3,ENSG00000103423,DNAJA3_+_4475898.23-P1P2|DNAJA3_-_4475855.23-P1P2,12
DNAJC11,ENSG00000007923,DNAJC11_+_6761910.23-P1P2|DNAJC11_-_6761928.23-P1P2,8
DNAJC17,ENSG00000104129,DNAJC17_-_41099633.23-P1P2|DNAJC17_+_41099640.23-P1P2,11
DNAJC19,ENSG00000205981,DNAJC19_+_180707414.23-P1P2|DNAJC19_+_180707118.23-P1P2,16
DNAJC8,ENSG00000126698,DNAJC8_+_28559474.23-P1P2|DNAJC8_+_28559468.23-P1P2,15
DNAJC9,ENSG00000213551,DNAJC9_-_75006969.23-P1P2|DNAJC9_+_75007004.23-P1P2,15
DNLZ,ENSG00000213221,DNLZ_+_139257766.23-P1P2|DNLZ_-_139258138.23-P1P2,15
DNM1,ENSG00000106976,DNM1_-_130965664.23-P1P2|DNM1_+_130965698.23-P1P2,15
DNM1L,ENSG00000087470,DNM1L_+_32832245.23-P1P2|DNM1L_-_32832237.23-P1P2,12
DNMT1,ENSG00000130816,DNMT1_-_10305582.23-P1P2|DNMT1_-_10305600.23-P1P2,15
DNTTIP2,ENSG00000067334,DNTTIP2_-_94344536.23-P1P2|DNTTIP2_+_94344679.23-P1P2,18
DOHH,ENSG00000129932,DOHH_+_3500631.23-P1P2|DOHH_-_3500585.23-P1P2,8
DOLK,ENSG00000175283,DOLK_+_131709816.23-P1P2|DOLK_-_131709668.23-P1P2,8
DONSON,ENSG00000159147,DONSON_+_34960976.23-P1P2|DONSON_+_34960973.23-P1P2,1
DPAGT1,ENSG00000172269,DPAGT1_-_118972536.23-P1P2|DPAGT1_+_118972531.23-P1P2,8
DPH1,ENSG00000108963,DPH1_-_1933503.23-P1|DPH1_-_1933469.23-P1,15
DPH1,ENSG00000108963,DPH1_+_1936832.23-P2|DPH1_+_1936853.23-P2,15
DPH2,ENSG00000132768,DPH2_-_44435714.23-P1P2|DPH2_-_44435901.23-P1P2,8
DPH3,ENSG00000154813,DPH3_-_16306427.23-P1P2|DPH3_+_16306434.23-P1P2,15
DPH6,ENSG00000134146,DPH6_-_35838270.23-P1P2|DPH6_+_35838318.23-P1P2,15
DPM2,ENSG00000136908,DPM2_+_130700064.23-P1P2|DPM2_-_130700076.23-P1P2,15
DPPA2,ENSG00000163530,DPPA2_+_109035295.23-P1P2|DPPA2_-_109035169.23-P1P2,15
DPY19L2,ENSG00000177990,DPY19L2_+_64062235.23-P1P2|DPY19L2_-_64062190.23-P1P2,15
DR1,ENSG00000117505,DR1_+_93811837.23-P1P2|DR1_-_93811723.23-P1P2,15
DRAP1,ENSG00000175550,DRAP1_-_65686955.23-P1P2|DRAP1_-_65686753.23-P1P2,15
DRG1,ENSG00000185721,DRG1_+_31795995.23-P1P2|DRG1_+_31795837.23-P1P2,15
DSN1,ENSG00000149636,DSN1_+_35402133.23-P1P2|DSN1_+_35402097.23-P1P2,2
DTL,ENSG00000143476,DTL_+_212209345.23-P1P2|DTL_-_212209126.23-P1P2,21
DTYMK,ENSG00000168393,DTYMK_+_242626191.23-P1P2|DTYMK_+_242626160.23-P1P2,1
DUT,ENSG00000128951,DUT_+_48624411.23-P1P2|DUT_+_48624414.23-P1P2,21
DYNC1H1,ENSG00000197102,DYNC1H1_+_102430877.23-P1P2|DYNC1H1_+_102430905.23-P1P2,2
DYNC1I2,ENSG00000077380,DYNC1I2_+_172544609.23-P1P2|DYNC1I2_-_172544214.23-P1P2,2
DYNLL1,ENSG00000088986,DYNLL1_-_120934043.23-P1P2|DYNLL1_-_120933933.23-P1P2,8
DYNLRB1,ENSG00000125971,DYNLRB1_-_33104256.23-P1|DYNLRB1_-_33104419.23-P1,15
DYNLRB1,ENSG00000125971,DYNLRB1_+_33114045.23-P2|DYNLRB1_+_33114412.23-P2,15
E2F6,ENSG00000169016,E2F6_-_11606226.23-P1P2|E2F6_-_11606229.23-P1P2,15
E4F1,ENSG00000167967,E4F1_-_2273644.23-P1P2|E4F1_-_2273621.23-P1P2,12
EARS2,ENSG00000103356,EARS2_+_23568615.23-P1P2|EARS2_+_23568646.23-P1P2,8
EBNA1BP2,ENSG00000117395,EBNA1BP2_-_43637779.23-P1P2|EBNA1BP2_+_43637890.23-P1P2,23
ECD,ENSG00000122882,ECD_-_74927732.23-P1P2|ECD_-_74927754.23-P1P2,11
ECT2,ENSG00000114346,ECT2_-_172468705.23-P1P2|ECT2_+_172468782.23-P1P2,19
EDC4,ENSG00000038358,EDC4_-_67906984.23-P1P2|EDC4_-_67907370.23-P1P2,15
EEF1A1,ENSG00000156508,EEF1A1_+_74230493.23-P1P2|EEF1A1_-_74230714.23-P1P2,12
EEF1B2,ENSG00000114942,EEF1B2_+_207024362.23-P1P2|EEF1B2_+_207024400.23-P1P2,15
EEF1G,ENSG00000254772,EEF1G_+_62341280.23-P1P2|EEF1G_-_62341383.23-P1P2,8
EEF2,ENSG00000167658,EEF2_-_3985443.23-P1|EEF2_+_3985431.23-P1,7
EEF2,ENSG00000167658,EEF2_+_3984171.23-P2|EEF2_+_3984167.23-P2,8
EFTUD2,ENSG00000108883,EFTUD2_+_42976772.23-P1P2|EFTUD2_+_42976714.23-P1P2,11
EGLN2,ENSG00000269858,EGLN2_-_41284213.23-P2|EGLN2_-_41284185.23-P2,8
EGLN2,ENSG00000269858,EGLN2_-_41305141.23-P1|EGLN2_-_41305138.23-P1,15
EIF1,ENSG00000173812,EIF1_+_39845185.23-P1P2|EIF1_-_39845517.23-P1P2,15
EIF1AD,ENSG00000175376,EIF1AD_-_65769584.23-P1P2|EIF1AD_+_65769557.23-P1P2,8
EIF1AX,ENSG00000173674,EIF1AX_+_20159985.23-P1P2|EIF1AX_-_20159725.23-P1P2,8
EIF2B1,ENSG00000111361,EIF2B1_+_124118187.23-P1P2|EIF2B1_-_124118132.23-P1P2,12
EIF2B2,ENSG00000119718,EIF2B2_-_75469671.23-P1P2|EIF2B2_-_75469856.23-P1P2,16
EIF2B3,ENSG00000070785,EIF2B3_+_45452243.23-P1P2|EIF2B3_+_45452232.23-P1P2,16
EIF2B4,ENSG00000115211,EIF2B4_+_27593168.23-P1P2|EIF2B4_+_27593203.23-P1P2,16
EIF2B5,ENSG00000145191,EIF2B5_-_183853234.23-P1P2|EIF2B5_+_183853180.23-P1P2,16
EIF2S1,ENSG00000134001,EIF2S1_-_67827085.23-P1P2|EIF2S1_-_67827080.23-P1P2,16
EIF2S2,ENSG00000125977,EIF2S2_-_32699803.23-P1P2|EIF2S2_-_32699538.23-P1P2,8
EIF2S3,ENSG00000130741,EIF2S3_-_24073117.23-P1P2|EIF2S3_+_24073421.23-P1P2,16
EIF3A,ENSG00000107581,EIF3A_+_120840264.23-P1P2|EIF3A_-_120840274.23-P1P2,25
EIF3B,ENSG00000106263,EIF3B_-_2394542.23-P1P2|EIF3B_-_2394510.23-P1P2,18
EIF3CL,ENSG00000205609,EIF3CL_+_28415115.23-ENST00000380876.4-ENST00000398943.3-ENST00000398944.3|EIF3CL_-_28415135.23-ENST00000380876.4-ENST00000398943.3-ENST00000398944.3,22
EIF3D,ENSG00000100353,EIF3D_+_36925166.23-P1P2|EIF3D_-_36925159.23-P1P2,3
EIF3E,ENSG00000104408,EIF3E_+_109260706.23-P1P2|EIF3E_+_109260697.23-P1P2,22
EIF3F,ENSG00000175390,EIF3F_-_8009270.23-P1P2|EIF3F_+_8009255.23-P1P2,22
EIF3G,ENSG00000130811,EIF3G_-_10230531.23-P1P2|EIF3G_-_10230310.23-P1P2,25
EIF3H,ENSG00000147677,EIF3H_+_117768010.23-P1P2|EIF3H_-_117767820.23-P1P2,8
EIF3I,ENSG00000084623,EIF3I_-_32688045.23-P1P2|EIF3I_+_32688206.23-P1P2,18
EIF3J,ENSG00000104131,EIF3J_+_44829331.23-P1P2|EIF3J_-_44829398.23-P1P2,8
EIF3L,ENSG00000100129,EIF3L_+_38245454.23-P1P2|EIF3L_-_38245450.23-P1P2,15
EIF3M,ENSG00000149100,EIF3M_-_32605424.23-P1P2|EIF3M_-_32605405.23-P1P2,22
EIF4A1,ENSG00000161960,EIF4A1_-_7476155.23-P1P2|EIF4A1_+_7476226.23-P1P2,12
EIF4B,ENSG00000063046,EIF4B_+_53400192.23-P1P2|EIF4B_-_53400313.23-P1P2,15
EIF4E,ENSG00000151247,EIF4E_-_99850247.23-P1P2|EIF4E_+_99849828.23-P1P2,22
EIF4G1,ENSG00000114867,EIF4G1_-_184032400.23-P1P2|EIF4G1_-_184032787.23-P1P2,8
EIF4G2,ENSG00000110321,EIF4G2_-_10828931.23-P2|EIF4G2_+_10828816.23-P2,15
EIF4G2,ENSG00000110321,EIF4G2_+_10830441.23-P1|EIF4G2_+_10830444.23-P1,1
EIF5,ENSG00000100664,EIF5_-_103800558.23-P1|EIF5_-_103800597.23-P1,12
EIF5,ENSG00000100664,EIF5_-_103803091.23-P2|EIF5_+_103803074.23-P2,15
EIF5A,ENSG00000132507,EIF5A_-_7211217.23-P1P2|EIF5A_-_7210932.23-P1P2,10
EIF6,ENSG00000242372,EIF6_+_33872338.23-P1P2|EIF6_+_33872401.23-P1P2,23
ELAC2,ENSG00000006744,ELAC2_+_12921295.23-P1P2|ELAC2_+_12921317.23-P1P2,15
ELL,ENSG00000105656,ELL_+_18632858.23-P1P2|ELL_+_18632806.23-P1P2,15
ELOVL1,ENSG00000066322,ELOVL1_-_43833593.23-P1P2|ELOVL1_-_43833608.23-P1P2,15
ELP2,ENSG00000134759,ELP2_+_33709768.23-P1P2|ELP2_-_33709902.23-P1P2,15
ELP3,ENSG00000134014,ELP3_-_27950720.23-P1P2|ELP3_-_27950736.23-P1P2,15
ELP5,ENSG00000170291,ELP5_+_7155888.23-P1P2|ELP5_-_7155875.23-P1P2,15
ELP6,ENSG00000163832,ELP6_+_47555158.23-P1P2|ELP6_-_47554896.23-P1P2,15
EMC1,ENSG00000127463,EMC1_+_19577996.23-P1P2|EMC1_+_19577987.23-P1P2,15
EMC3,ENSG00000125037,EMC3_+_10028469.23-P1|EMC3_+_10028457.23-P1,15
EMC4,ENSG00000128463,EMC4_-_34517276.23-P1P2|EMC4_-_34517254.23-P1P2,8
EMC7,ENSG00000134153,EMC7_+_34394068.23-P1P2|EMC7_-_34393868.23-P1P2,8
ENO1,ENSG00000074800,ENO1_+_8938733.23-P1P2|ENO1_-_8938710.23-P1P2,1
EP400,ENSG00000183495,EP400_+_132434542.23-P1P2|EP400_-_132434629.23-P1P2,1
